payment_id,order_id,payment_method,payment_date,amount,payment_status
PAY-01169,ORD-02528,credit_card,2022-11-19,691.39,success
PAY-01946,ORD-02892,bank_transfer,2022-02-14,882.21,refunded
PAY-00769,ORD-00937,paypal,2024-05-20,939.43,success
PAY-01920,ORD-00540,debit_card,2023-08-11,41.94,failed
PAY-01250,ORD-01872,apple_pay,2022-06-04,152.06,failed
PAY-02112,ORD-01078,credit_card,2023-09-23,636.55,failed
PAY-01667,ORD-02746,debit_card,2023-06-11,619.59,success
PAY-01880,ORD-00689,bank_transfer,2022-07-03,6100.98,success
PAY-00625,ORD-02992,debit_card,2024-08-20,1408.45,success
PAY-02631,ORD-01261,paypal,2023-02-24,345.46,success
PAY-03066,ORD-02118,apple_pay,2022-04-10,1129.75,pending
PAY-02451,ORD-00814,credit_card,2024-02-03,847.93,success
PAY-00279,ORD-01230,paypal,2023-09-17,604.96,success
PAY-02949,ORD-00142,paypal,2022-02-18,37.52,success
PAY-02943,ORD-00901,credit_card,2024-11-05,167.58,success
PAY-02137,ORD-00283,bank_transfer,2023-06-03,187.4,success
PAY-00798,ORD-02678,google_pay,2022-04-23,524.97,success
PAY-01608,ORD-02209,paypal,2023-01-06,663.09,refunded
PAY-02356,ORD-02292,google_pay,2024-07-07,337.38,refunded
PAY-02819,ORD-00906,credit_card,2024-11-21,250.0,success
PAY-01474,ORD-02344,paypal,2023-12-09,302.65,success
PAY-00215,ORD-02827,credit_card,2023-12-10,182.36,success
PAY-02668,ORD-02804,credit_card,2022-07-18,352.81,success
PAY-00163,ORD-00852,bank_transfer,,154.09,failed
PAY-01021,ORD-01051,credit_card,2024-05-06,537.98,success
PAY-01651,ORD-01704,google_pay,2024-06-28,71.93,success
PAY-01786,ORD-00181,credit_card,2024-03-09,59.43,success
PAY-01687,ORD-02631,credit_card,2024-03-23,498.07,success
PAY-01712,ORD-01114,credit_card,2024-09-09,365.56,success
PAY-01563,ORD-00501,credit_card,2023-07-25,580.07,failed
PAY-01600,ORD-02901,bank_transfer,2024-03-08,793.44,success
PAY-01599,ORD-01332,bank_transfer,2023-03-04,260.42,success
PAY-00891,ORD-02382,debit_card,2024-11-26,1651.37,success
PAY-00675,ORD-00292,bank_transfer,2022-05-18,280.31,failed
PAY-02985,ORD-01556,credit_card,2023-09-20,2790.1,failed
PAY-00623,ORD-01867,credit_card,2022-08-03,208.21,pending
PAY-02756,ORD-01034,debit_card,2022-02-22,115.67,success
PAY-02970,ORD-00228,google_pay,2023-04-12,872.08,success
PAY-00705,ORD-01541,google_pay,2022-07-11,201.36,success
PAY-00019,ORD-00215,credit_card,2024-08-10,979.48,success
PAY-00867,ORD-00585,credit_card,2023-08-24,32.99,success
PAY-00452,ORD-02963,debit_card,2022-07-07,617.73,refunded
PAY-02771,ORD-00681,bank_transfer,2022-10-05,93.86,success
PAY-02111,ORD-01355,gift_card,2024-04-16,880.81,success
PAY-01537,ORD-00691,credit_card,2024-05-31,839.31,success
PAY-00703,ORD-00406,google_pay,2023-02-06,104.6,failed
PAY-00448,ORD-02194,apple_pay,2023-04-19,222.41,success
PAY-00930,ORD-00218,debit_card,2022-10-20,358.94,success
PAY-02820,ORD-00074,google_pay,2022-07-02,304.18,pending
PAY-00590,ORD-00614,apple_pay,2023-08-05,2237.43,success
PAY-02203,ORD-01085,debit_card,2022-03-04,579.01,pending
PAY-02195,ORD-01128,gift_card,2023-01-15,76.03,refunded
PAY-01730,ORD-00581,debit_card,2023-12-29,270.37,success
PAY-00771,ORD-01849,paypal,2023-04-26,134.04,failed
PAY-01267,ORD-01693,bank_transfer,2023-01-21,474.22,success
PAY-01092,ORD-01866,credit_card,2022-02-24,231.0,success
PAY-03040,ORD-01940,apple_pay,2023-05-15,148.63,failed
PAY-01856,ORD-00991,apple_pay,2023-02-21,914.85,failed
PAY-00954,ORD-02719,debit_card,2024-04-01,357.49,pending
PAY-01415,ORD-02581,google_pay,2023-01-21,14.18,pending
PAY-02349,ORD-01832,apple_pay,2022-02-10,364.05,failed
PAY-02350,ORD-02708,credit_card,2022-01-11,1815.63,success
PAY-02489,ORD-00978,paypal,2022-04-22,1290.63,success
PAY-00585,ORD-02537,google_pay,2024-12-18,1713.92,failed
PAY-00952,ORD-00261,google_pay,2024-11-05,45.79,failed
PAY-01977,ORD-01221,paypal,2022-04-29,127.49,success
PAY-00476,ORD-00449,debit_card,2022-06-09,3181.43,pending
PAY-01408,ORD-01997,credit_card,2023-03-04,192.12,success
PAY-02412,ORD-02471,credit_card,2023-11-07,1227.38,success
PAY-01438,ORD-02372,credit_card,2023-12-05,41.69,success
PAY-00730,ORD-00626,google_pay,2024-10-02,860.81,failed
PAY-02520,ORD-01202,paypal,2022-11-08,252.54,success
PAY-02909,ORD-02379,apple_pay,2022-01-25,309.37,pending
PAY-00939,ORD-02241,credit_card,2023-10-17,237.09,pending
PAY-00451,ORD-00050,bank_transfer,2023-08-15,919.75,success
PAY-03078,ORD-00396,credit_card,,3625.24,success
PAY-02178,ORD-02410,bank_transfer,2024-04-28,646.32,success
PAY-03005,ORD-00104,paypal,2023-09-15,119.74,refunded
PAY-02864,ORD-01046,bank_transfer,2023-07-28,4159.05,success
PAY-02658,ORD-01220,bank_transfer,2024-12-16,426.21,success
PAY-01685,ORD-01145,credit_card,2023-08-24,65.7,success
PAY-00869,ORD-00463,credit_card,2024-01-11,2199.15,success
PAY-02727,ORD-02291,google_pay,2024-02-23,413.04,success
PAY-01499,ORD-02133,gift_card,2024-05-28,1598.26,success
PAY-02486,ORD-01036,apple_pay,2022-07-24,146.96,failed
PAY-01506,ORD-00126,bank_transfer,2024-06-02,8.66,success
PAY-01742,ORD-01304,paypal,2022-12-09,2059.52,success
PAY-02231,ORD-00099,bank_transfer,2023-03-12,39.26,success
PAY-01769,ORD-00832,apple_pay,2024-10-14,124.26,success
PAY-01282,ORD-02027,credit_card,2022-12-10,1403.57,success
PAY-01605,ORD-00285,apple_pay,2022-05-04,485.58,success
PAY-01207,ORD-02580,gift_card,2022-09-09,656.9,success
PAY-02736,ORD-01593,apple_pay,2024-08-16,2389.61,success
PAY-01040,ORD-00950,credit_card,2024-06-09,476.48,success
PAY-01840,ORD-01646,debit_card,2024-11-20,878.74,success
PAY-02124,ORD-02740,paypal,2023-10-21,88.68,success
PAY-01054,ORD-00038,bank_transfer,2024-10-08,60.17,success
PAY-02551,ORD-02734,credit_card,2024-03-13,1469.94,success
PAY-02275,ORD-01102,apple_pay,2023-01-26,35.71,success
PAY-01051,ORD-00887,credit_card,2024-04-02,954.27,success
PAY-00643,ORD-01580,debit_card,,1091.74,success
PAY-01652,ORD-01925,paypal,2024-07-31,1284.02,success
PAY-02549,ORD-01263,gift_card,2024-05-15,1253.73,success
PAY-01546,ORD-01701,debit_card,2023-03-15,23.21,success
PAY-00759,ORD-02888,credit_card,2024-04-18,103.2,success
PAY-03010,ORD-02157,debit_card,2024-05-01,584.92,success
PAY-01427,ORD-01083,bank_transfer,2022-08-28,243.58,success
PAY-02011,ORD-02659,credit_card,2024-09-24,847.07,refunded
PAY-00886,ORD-00492,paypal,2024-10-19,232.38,success
PAY-02016,ORD-01360,debit_card,2022-06-11,414.33,failed
PAY-02204,ORD-01445,debit_card,2022-08-19,15.62,success
PAY-00110,ORD-01714,bank_transfer,2023-10-08,43.87,pending
PAY-01533,ORD-02100,credit_card,2023-03-20,426.06,pending
PAY-00192,ORD-01502,gift_card,2022-11-29,27.39,refunded
PAY-01802,ORD-01397,gift_card,2024-12-08,24.66,success
PAY-02335,ORD-02764,credit_card,2024-10-04,374.43,success
PAY-01516,ORD-00842,gift_card,2023-05-31,534.54,success
PAY-00587,ORD-02117,credit_card,2022-04-26,129.41,success
PAY-00245,ORD-00221,credit_card,2022-09-30,1433.01,success
PAY-03081,ORD-01245,apple_pay,2024-07-26,933.71,success
PAY-02813,ORD-01648,bank_transfer,2023-11-27,201.88,success
PAY-01332,ORD-01423,paypal,2024-11-02,83.12,success
PAY-00383,ORD-01696,apple_pay,2022-12-27,468.83,failed
PAY-01004,ORD-00372,apple_pay,2024-01-22,119.8,refunded
PAY-02302,ORD-01685,bank_transfer,2024-12-24,1010.62,refunded
PAY-02524,ORD-02895,bank_transfer,2024-06-10,246.28,failed
PAY-02513,ORD-00210,credit_card,2022-11-20,1820.95,pending
PAY-02431,ORD-00227,debit_card,2023-06-25,1145.05,success
PAY-02089,ORD-01731,credit_card,2022-12-20,804.96,success
PAY-00753,ORD-00856,bank_transfer,2022-04-16,996.96,success
PAY-02686,ORD-01752,credit_card,2023-10-21,1884.98,pending
PAY-02569,ORD-02325,google_pay,2023-03-23,487.17,success
PAY-01594,ORD-01724,debit_card,2024-01-30,180.94,success
PAY-02898,ORD-00844,debit_card,2022-02-26,474.91,refunded
PAY-03112,ORD-00028,google_pay,2022-09-12,2835.63,pending
PAY-02654,ORD-00534,paypal,2024-04-09,782.35,failed
PAY-02690,ORD-02003,gift_card,2024-02-29,386.54,success
PAY-01925,ORD-00923,gift_card,2024-12-19,1850.23,success
PAY-00422,ORD-01636,credit_card,2023-04-10,380.28,success
PAY-00401,ORD-01013,gift_card,,680.11,pending
PAY-00592,ORD-00061,debit_card,2023-12-10,99.53,pending
PAY-00025,ORD-00974,debit_card,2023-06-26,1387.22,refunded
PAY-03032,ORD-01231,gift_card,2022-11-19,614.2,success
PAY-02423,ORD-01055,apple_pay,2022-06-04,368.23,pending
PAY-02238,ORD-02915,credit_card,2024-09-06,705.17,success
PAY-00201,ORD-01295,credit_card,2024-10-03,628.31,success
PAY-02540,ORD-02643,gift_card,2023-10-19,991.97,failed
PAY-02128,ORD-01960,gift_card,2022-05-29,2408.2,success
PAY-01276,ORD-02728,bank_transfer,2024-07-15,493.63,success
PAY-02439,ORD-02150,debit_card,2024-07-03,508.11,failed
PAY-01871,ORD-01998,google_pay,2023-11-04,199.64,success
PAY-00292,ORD-00213,paypal,2022-10-23,1454.98,refunded
PAY-02956,ORD-02983,debit_card,2022-06-06,72.12,success
PAY-02340,ORD-02508,gift_card,2024-02-24,47.34,success
PAY-01261,ORD-00556,paypal,2024-05-16,2490.24,pending
PAY-02131,ORD-02405,credit_card,2023-04-11,305.88,success
PAY-00002,ORD-00956,debit_card,2024-04-07,458.38,failed
PAY-02862,ORD-01870,debit_card,2024-05-09,788.65,pending
PAY-01889,ORD-01988,google_pay,2024-04-12,2632.31,success
PAY-01503,ORD-00180,debit_card,2022-11-27,734.23,refunded
PAY-03044,ORD-02783,credit_card,2022-11-10,280.91,success
PAY-01669,ORD-00671,credit_card,2023-12-29,356.97,failed
PAY-01442,ORD-00004,credit_card,2023-02-06,231.55,pending
PAY-00929,ORD-02050,credit_card,2022-01-02,2021.0,pending
PAY-00699,ORD-00422,bank_transfer,2024-07-08,20.24,refunded
PAY-02280,ORD-02162,bank_transfer,2024-12-16,2053.79,success
PAY-02507,ORD-01621,credit_card,2024-08-21,785.31,refunded
PAY-01543,ORD-00790,bank_transfer,2022-01-16,1811.52,success
PAY-01936,ORD-01001,debit_card,2023-11-14,263.83,success
PAY-01278,ORD-01434,credit_card,2022-11-15,198.05,success
PAY-01707,ORD-00190,debit_card,2023-11-02,1046.9,success
PAY-02755,ORD-01084,credit_card,2024-04-28,891.16,failed
PAY-02875,ORD-01653,debit_card,2023-08-02,691.34,success
PAY-02033,ORD-02650,paypal,2023-01-23,770.8,refunded
PAY-01634,ORD-00827,google_pay,2022-08-01,1898.54,success
PAY-00802,ORD-00145,apple_pay,2022-10-19,841.54,success
PAY-03050,ORD-01898,google_pay,2023-04-04,445.54,failed
PAY-00656,ORD-01096,credit_card,2023-02-04,585.41,success
PAY-01323,ORD-02332,bank_transfer,2024-11-27,2165.85,success
PAY-01945,ORD-00272,apple_pay,2023-04-13,1469.43,success
PAY-00261,ORD-00029,apple_pay,2022-06-23,2415.32,failed
PAY-01823,ORD-02422,debit_card,2022-10-22,18.32,failed
PAY-02086,ORD-01520,debit_card,2023-03-07,1432.05,refunded
PAY-02492,ORD-00321,credit_card,2022-09-06,382.04,success
PAY-02689,ORD-01638,credit_card,2023-05-06,80.47,success
PAY-00845,ORD-02212,gift_card,2023-06-26,324.95,pending
PAY-02815,ORD-01684,debit_card,2023-10-19,1718.61,success
PAY-01873,ORD-01275,credit_card,2022-06-22,482.76,failed
PAY-00974,ORD-01068,credit_card,2022-06-24,571.17,success
PAY-00009,ORD-02053,apple_pay,2024-12-26,317.48,success
PAY-00694,ORD-00788,gift_card,2024-12-12,93.23,pending
PAY-02409,ORD-00828,credit_card,2024-03-21,308.4,success
PAY-01061,ORD-02067,google_pay,2024-01-25,683.36,refunded
PAY-02281,ORD-01864,bank_transfer,2023-06-23,38.42,success
PAY-02181,ORD-00091,debit_card,2023-09-27,430.6,success
PAY-02310,ORD-01039,credit_card,2022-06-20,86.47,success
PAY-01958,ORD-01166,apple_pay,2022-11-13,204.01,refunded
PAY-00166,ORD-01098,bank_transfer,2022-12-04,942.2,success
PAY-02184,ORD-00383,bank_transfer,2022-02-12,1636.61,success
PAY-00947,ORD-01600,debit_card,2022-11-18,166.75,failed
PAY-02701,ORD-00428,bank_transfer,2024-08-16,764.49,refunded
PAY-01242,ORD-00625,paypal,2023-05-09,978.21,success
PAY-00140,ORD-00040,gift_card,2023-10-06,343.21,pending
PAY-01355,ORD-00179,google_pay,2023-02-14,194.82,pending
PAY-01981,ORD-02525,credit_card,2023-03-04,825.78,failed
PAY-01505,ORD-02089,gift_card,2024-06-04,262.44,success
PAY-00932,ORD-02645,debit_card,2023-05-04,619.88,success
PAY-00370,ORD-01952,apple_pay,2024-06-25,83.76,success
PAY-02290,ORD-01657,google_pay,2023-04-08,12.39,success
PAY-02156,ORD-02394,gift_card,2022-06-22,112.5,success
PAY-00859,ORD-01066,paypal,2022-07-30,716.5,success
PAY-00937,ORD-00590,credit_card,2023-04-20,1078.3,success
PAY-02708,ORD-00684,credit_card,2024-11-02,323.74,success
PAY-01015,ORD-02872,apple_pay,2023-08-08,215.98,success
PAY-01471,ORD-02449,credit_card,2022-08-07,485.56,success
PAY-00844,ORD-02952,debit_card,2024-12-06,1015.02,success
PAY-02983,ORD-00182,paypal,,641.84,success
PAY-00521,ORD-01248,bank_transfer,2024-03-28,153.35,success
PAY-00508,ORD-01727,debit_card,2024-06-30,699.44,pending
PAY-00741,ORD-00154,paypal,2024-12-13,118.87,success
PAY-00280,ORD-00143,debit_card,2024-01-18,369.94,failed
PAY-00941,ORD-01462,credit_card,2024-04-05,41.07,failed
PAY-00479,ORD-02666,credit_card,2022-08-12,179.97,success
PAY-02781,ORD-00810,gift_card,2023-03-16,595.6,success
PAY-00219,ORD-01631,google_pay,2022-12-14,1384.02,pending
PAY-00674,ORD-01899,credit_card,2023-06-19,74.35,success
PAY-01617,ORD-00550,debit_card,2023-03-10,129.4,success
PAY-01498,ORD-00908,debit_card,2023-05-31,583.43,failed
PAY-02743,ORD-01440,debit_card,2024-02-24,975.69,success
PAY-01156,ORD-01610,paypal,,238.39,success
PAY-02459,ORD-00134,gift_card,,574.94,success
PAY-02698,ORD-01680,credit_card,2022-07-04,187.19,refunded
PAY-00916,ORD-02442,credit_card,,36.24,success
PAY-02816,ORD-01577,bank_transfer,2023-04-26,1270.41,success
PAY-02919,ORD-02509,credit_card,2024-12-10,504.48,success
PAY-00555,ORD-01401,bank_transfer,2023-06-17,28.16,refunded
PAY-01672,ORD-01217,apple_pay,2022-04-05,435.77,failed
PAY-00186,ORD-01984,bank_transfer,2022-10-27,186.94,success
PAY-00806,ORD-00984,debit_card,2022-08-15,709.52,success
PAY-00304,ORD-01299,paypal,2023-06-22,1697.08,success
PAY-01826,ORD-02842,debit_card,2024-09-29,492.59,success
PAY-02773,ORD-02335,paypal,2023-04-04,96.48,refunded
PAY-01596,ORD-00280,credit_card,2023-01-06,312.01,pending
PAY-02117,ORD-01405,credit_card,2024-04-20,2651.17,failed
PAY-00472,ORD-02088,apple_pay,2024-12-19,68.22,success
PAY-01322,ORD-02332,debit_card,2024-11-28,2728.49,success
PAY-00285,ORD-00480,apple_pay,2023-07-23,1652.45,success
PAY-01585,ORD-00472,credit_card,2023-10-27,282.43,success
PAY-00389,ORD-01873,credit_card,2022-06-23,189.78,success
PAY-02536,ORD-01665,debit_card,2022-09-24,564.96,success
PAY-00419,ORD-02408,bank_transfer,2022-08-30,80.38,refunded
PAY-02829,ORD-02907,debit_card,2023-04-18,151.8,pending
PAY-00293,ORD-01297,apple_pay,2022-06-04,482.17,success
PAY-00987,ORD-02657,paypal,2022-08-08,1574.93,success
PAY-00731,ORD-01513,apple_pay,2022-12-09,336.26,refunded
PAY-01916,ORD-00043,gift_card,2024-12-12,1034.77,success
PAY-00474,ORD-01564,google_pay,2022-03-16,1210.31,success
PAY-01732,ORD-02391,other,2024-04-03,478.37,pending
PAY-01888,ORD-01017,google_pay,2023-05-16,690.05,refunded
PAY-00861,ORD-02682,debit_card,2024-08-20,491.06,pending
PAY-00250,ORD-00791,credit_card,2022-05-25,121.2,failed
PAY-01716,ORD-02871,debit_card,2024-06-30,329.18,failed
PAY-01870,ORD-02629,google_pay,2022-10-19,1248.84,refunded
PAY-00678,ORD-02370,debit_card,2023-06-27,929.07,refunded
PAY-00962,ORD-00792,apple_pay,2023-01-25,304.17,failed
PAY-03088,ORD-02602,google_pay,2022-12-05,446.19,success
PAY-02891,ORD-02457,debit_card,2023-05-06,284.67,pending
PAY-03061,ORD-00064,credit_card,2023-07-18,327.89,pending
PAY-00677,ORD-00256,bank_transfer,2022-11-28,574.24,success
PAY-00502,ORD-02284,google_pay,2024-09-07,920.37,success
PAY-02981,ORD-00527,debit_card,2022-04-03,1379.43,success
PAY-01693,ORD-02001,apple_pay,2024-05-27,282.7,success
PAY-01296,ORD-00785,debit_card,2022-05-29,1168.33,success
PAY-02094,ORD-02188,apple_pay,2023-07-03,495.5,success
PAY-03117,ORD-00520,debit_card,2024-09-09,245.11,success
PAY-00655,ORD-02385,gift_card,2023-10-27,747.55,refunded
PAY-00055,ORD-00441,debit_card,2024-02-27,256.91,refunded
PAY-00896,ORD-01496,credit_card,2023-05-06,135.92,success
PAY-02183,ORD-01337,google_pay,2023-06-24,1770.86,success
PAY-03137,ORD-01354,gift_card,2022-12-09,17.37,refunded
PAY-00820,ORD-02087,debit_card,2024-02-18,19.36,pending
PAY-01022,ORD-01833,credit_card,2022-11-11,4783.08,success
PAY-02688,ORD-01638,N/A,2023-05-05,55.56,success
PAY-02604,ORD-00367,bank_transfer,2024-01-11,944.21,success
PAY-00237,ORD-01528,debit_card,2024-04-23,1847.71,refunded
PAY-03118,ORD-00613,credit_card,,5198.22,failed
PAY-00639,ORD-01669,credit_card,2024-01-21,1134.79,success
PAY-03148,ORD-00737,google_pay,2023-04-21,174.3,success
PAY-02725,ORD-01542,paypal,2023-07-20,414.24,success
PAY-01806,ORD-00786,apple_pay,2023-10-14,1169.45,success
PAY-00724,ORD-01620,bank_transfer,2023-09-10,341.71,success
PAY-00128,ORD-02546,debit_card,2022-10-23,38.78,success
PAY-02836,ORD-00847,debit_card,2022-05-06,424.23,success
PAY-02789,ORD-01804,google_pay,2022-03-02,98.55,success
PAY-00998,ORD-00116,debit_card,2024-06-06,2087.26,success
PAY-00732,ORD-00630,credit_card,2023-08-28,31.22,success
PAY-00013,ORD-01519,credit_card,2024-09-16,159.98,success
PAY-02656,ORD-02766,apple_pay,2024-02-12,421.94,refunded
PAY-00722,ORD-02247,credit_card,2023-01-19,1319.91,pending
PAY-00510,ORD-02518,gift_card,2024-06-19,38.33,success
PAY-00034,ORD-00476,google_pay,2023-08-21,1601.21,pending
PAY-01788,ORD-01820,credit_card,2022-06-23,313.73,success
PAY-03015,ORD-00830,credit_card,2024-01-23,2526.14,failed
PAY-02678,ORD-01479,paypal,2023-01-07,4321.51,success
PAY-00773,ORD-00387,debit_card,2023-10-06,2560.74,success
PAY-01468,ORD-01904,apple_pay,2024-01-05,716.01,pending
PAY-00988,ORD-01994,credit_card,2024-05-20,516.86,success
PAY-00020,ORD-01466,bank_transfer,2024-10-29,1049.67,success
PAY-01709,ORD-02267,apple_pay,2024-07-10,695.82,success
PAY-01080,ORD-00206,debit_card,2023-09-28,858.2,success
PAY-03103,ORD-01136,google_pay,2023-09-26,1837.4,success
PAY-00515,ORD-02858,paypal,2024-06-30,1273.84,success
PAY-02901,ORD-00378,credit_card,2024-05-28,823.8,pending
PAY-02403,ORD-02932,paypal,2022-03-07,1206.95,failed
PAY-01213,ORD-00831,gift_card,2022-01-05,45.9,refunded
PAY-02066,ORD-01461,bank_transfer,2023-01-06,2587.32,success
PAY-02625,ORD-02046,debit_card,2023-04-30,1945.84,refunded
PAY-01741,ORD-02693,debit_card,2022-08-02,774.01,success
PAY-01933,ORD-01920,bank_transfer,2024-05-28,39.2,success
PAY-03014,ORD-01340,google_pay,2023-05-07,665.56,success
PAY-00671,ORD-00456,debit_card,2022-12-01,1214.62,success
PAY-01557,ORD-00789,debit_card,2023-04-02,61.56,failed
PAY-01967,ORD-00678,gift_card,2024-05-02,1694.06,success
PAY-01932,ORD-01876,paypal,2023-02-15,247.86,success
PAY-02163,ORD-01837,credit_card,2022-04-06,1365.05,refunded
PAY-01101,ORD-02961,gift_card,2024-11-30,33.13,success
PAY-01858,ORD-02636,debit_card,2022-12-15,15.2,success
PAY-01225,ORD-02103,credit_card,2023-05-02,3394.33,pending
PAY-01738,ORD-02055,debit_card,2022-10-13,297.9,success
PAY-02772,ORD-00681,paypal,2022-10-03,149.39,refunded
PAY-02200,ORD-02310,debit_card,2024-10-09,1245.45,failed
PAY-00006,ORD-01559,credit_card,2024-03-07,239.62,success
PAY-01963,ORD-00583,credit_card,2022-08-30,1020.93,success
PAY-00023,ORD-02107,bank_transfer,2022-11-19,818.56,success
PAY-01896,ORD-01674,gift_card,2023-08-04,897.24,success
PAY-02171,ORD-01233,bank_transfer,2022-05-10,86.8,success
PAY-00995,ORD-02595,credit_card,2022-06-19,513.08,success
PAY-01628,ORD-00572,apple_pay,,1284.43,success
PAY-00925,ORD-01767,credit_card,2024-03-11,344.12,success
PAY-01650,ORD-00627,bank_transfer,2023-04-17,851.65,success
PAY-01507,ORD-02272,credit_card,2022-02-16,2492.56,success
PAY-00554,ORD-01948,debit_card,2024-07-13,138.21,success
PAY-01524,ORD-00541,credit_card,2022-06-22,426.88,success
PAY-01386,ORD-00158,apple_pay,2023-11-09,2847.31,success
PAY-00986,ORD-02086,credit_card,2022-12-08,2230.7,success
PAY-00716,ORD-02710,gift_card,,241.5,success
PAY-01574,ORD-00418,gift_card,2023-07-16,253.33,pending
PAY-01137,ORD-01460,paypal,2023-01-17,1820.17,success
PAY-02285,ORD-01095,debit_card,2023-01-02,114.27,refunded
PAY-00296,ORD-02243,credit_card,2022-01-04,781.76,success
PAY-00205,ORD-00976,apple_pay,2027-01-13,32.98,pending
PAY-00822,ORD-01860,debit_card,,1022.78,success
PAY-02499,ORD-02123,credit_card,2022-12-16,1245.18,success
PAY-02306,ORD-00420,gift_card,2022-01-29,93.9,success
PAY-00353,ORD-02378,google_pay,2022-01-07,74.15,success
PAY-02609,ORD-02481,bank_transfer,2024-06-28,433.74,failed
PAY-02504,ORD-01437,google_pay,2023-08-14,368.59,failed
PAY-01470,ORD-01121,credit_card,2023-12-05,462.11,success
PAY-01424,ORD-02341,debit_card,2024-10-22,519.46,success
PAY-01518,ORD-00075,paypal,2022-02-14,826.69,failed
PAY-02880,ORD-02145,credit_card,2023-04-14,40.94,success
PAY-00115,ORD-00311,debit_card,2024-03-21,1043.73,success
PAY-02904,ORD-02521,credit_card,2022-08-12,304.44,success
PAY-02009,ORD-00916,gift_card,2024-09-09,43.0,pending
PAY-01875,ORD-02312,gift_card,2024-05-27,724.15,success
PAY-01939,ORD-00864,gift_card,2023-03-10,25.01,failed
PAY-00030,ORD-02295,apple_pay,2023-06-16,152.42,success
PAY-01106,ORD-02674,debit_card,2022-11-02,1803.89,pending
PAY-01085,ORD-00951,paypal,2024-09-14,2574.86,refunded
PAY-01382,ORD-00287,google_pay,2024-10-19,293.85,success
PAY-01239,ORD-02681,bank_transfer,2022-06-01,110.73,success
PAY-00323,ORD-01159,debit_card,2023-03-27,680.91,pending
PAY-00992,ORD-02618,credit_card,2022-03-08,841.22,pending
PAY-01479,ORD-00697,bank_transfer,2022-05-16,747.98,pending
PAY-02013,ORD-00899,paypal,2024-02-13,417.77,success
PAY-02742,ORD-00402,credit_card,2023-08-19,55.45,failed
PAY-02321,ORD-00656,debit_card,2024-08-01,1782.93,success
PAY-00673,ORD-00959,google_pay,2023-09-06,804.24,failed
PAY-00851,ORD-00251,paypal,2024-03-20,411.67,success
PAY-01949,ORD-02462,credit_card,2023-11-25,391.46,success
PAY-00267,ORD-01400,credit_card,2022-01-26,14.98,refunded
PAY-02620,ORD-02473,credit_card,2023-09-20,936.87,success
PAY-01253,ORD-01322,apple_pay,2023-09-07,2510.22,success
PAY-00399,ORD-00669,google_pay,2023-07-21,646.92,success
PAY-01764,ORD-01903,google_pay,2022-11-17,759.88,success
PAY-00613,ORD-00446,gift_card,2024-07-02,679.15,refunded
PAY-02621,ORD-02397,bank_transfer,2023-05-18,84.63,refunded
PAY-02861,ORD-01791,bank_transfer,2023-04-26,194.41,failed
PAY-00278,ORD-02279,gift_card,2022-10-26,2031.96,success
PAY-01721,ORD-00886,bank_transfer,2022-09-14,173.6,refunded
PAY-00327,ORD-00320,bank_transfer,2022-10-23,215.44,success
PAY-02638,ORD-00918,apple_pay,2024-10-30,915.38,success
PAY-00490,ORD-00455,google_pay,2024-01-04,90.32,success
PAY-00905,ORD-00238,bank_transfer,2023-02-01,876.77,success
PAY-01243,ORD-00662,apple_pay,2023-09-04,1853.88,success
PAY-00499,ORD-00112,credit_card,2024-06-03,1685.98,success
PAY-02496,ORD-01578,debit_card,2023-09-26,78.17,pending
PAY-02590,ORD-00947,debit_card,2024-10-22,628.71,success
PAY-01986,ORD-00304,gift_card,2023-11-11,241.83,pending
PAY-02254,ORD-00041,credit_card,2022-06-16,1450.64,refunded
PAY-01657,ORD-01839,credit_card,2022-11-24,494.81,success
PAY-01390,ORD-00253,gift_card,,67.83,failed
PAY-00485,ORD-00735,debit_card,2023-01-10,433.48,success
PAY-01397,ORD-00013,bank_transfer,2023-01-02,142.77,failed
PAY-00936,ORD-02672,gift_card,2024-08-15,56.28,pending
PAY-02922,ORD-00875,gift_card,2022-07-11,519.07,pending
PAY-01975,ORD-02979,credit_card,2024-10-31,49.6,failed
PAY-01994,ORD-01801,debit_card,2023-06-10,41.55,failed
PAY-02024,ORD-01047,google_pay,2024-01-08,267.44,success
PAY-02210,ORD-00897,credit_card,2022-01-09,1654.7,success
PAY-01718,ORD-01532,debit_card,2023-02-05,935.12,success
PAY-02452,ORD-00885,credit_card,2024-03-04,548.94,success
PAY-01163,ORD-01000,paypal,2024-01-18,2200.74,success
PAY-00198,ORD-02235,credit_card,2023-08-19,1552.44,success
PAY-02298,ORD-02514,bank_transfer,2024-08-05,294.21,success
PAY-00785,ORD-02575,debit_card,2023-02-06,2491.6,failed
PAY-01887,ORD-01305,bank_transfer,2024-05-21,882.57,success
PAY-01549,ORD-01335,credit_card,2022-08-21,986.74,refunded
PAY-01305,ORD-02315,debit_card,2023-03-20,1063.14,refunded
PAY-01719,ORD-02563,google_pay,2023-05-20,971.05,refunded
PAY-02516,ORD-01122,debit_card,2024-02-09,174.17,success
PAY-00713,ORD-00080,gift_card,2024-02-29,372.38,failed
PAY-00516,ORD-00408,bank_transfer,2023-02-28,246.06,success
PAY-00918,ORD-01135,google_pay,2023-09-20,561.53,success
PAY-02593,ORD-01561,paypal,2022-03-13,101.16,success
