order_id,customer_id,store_id,order_date,status,shipping_method
ORD-01735,CUST-0478,STR-005,2027-08-30,completed,standard
ORD-02253,CUST-0086,STR-012,2024-10-30,completed,standard
ORD-00576,CUST-0467,STR-010,2022-06-26,completed,standard
ORD-00375,CUST-0250,STR-010,2024-06-05,completed,express
ORD-00317,CUST-0116,STR-003,2023-11-19,processing,standard
ORD-02541,CUST-0037,STR-004,2023-04-26,completed,standard
ORD-02835,CUST-0468,STR-002,2022-04-10,completed,standard
ORD-01511,CUST-0129,STR-007,2022-10-18,refunded,express
ORD-01257,CUST-0369,STR-007,2024-04-05,refunded,standard
ORD-01533,CUST-0010,STR-012,2022-06-03,completed,next_day
ORD-00243,CUST-0021,STR-007,2023-06-08,processing,express
ORD-02194,CUST-0346,STR-009,2023-04-17,completed,standard
ORD-02788,CUST-0460,STR-005,2024-06-02,completed,standard
ORD-02843,CUST-0488,STR-004,2022-03-08,completed,express
ORD-00050,CUST-0123,STR-009,2023-08-15,completed,standard
ORD-02963,CUST-0287,STR-001,2022-07-05,refunded,next_day
ORD-02126,CUST-0342,STR-011,2024-09-07,shipped,next_day
ORD-01041,CUST-0385,STR-006,2024-09-07,refunded,standard
ORD-02779,CUST-0246,STR-004,2024-05-20,completed,express
ORD-00082,CUST-0407,STR-005,2023-03-08,processing,standard
ORD-02233,CUST-0242,STR-004,2023-03-02,refunded,standard
ORD-01116,CUST-0121,STR-001,2023-10-08,cancelled,standard
ORD-00632,CUST-0353,STR-002,2022-11-22,completed,standard
ORD-00674,CUST-0047,STR-011,2024-10-05,shipped,click_and_collect
ORD-02867,CUST-0176,STR-003,2022-01-25,completed,click_and_collect
ORD-00072,CUST-0043,STR-003,2023-07-19,cancelled,express
ORD-02686,CUST-0146,STR-007,2023-12-24,completed,standard
ORD-02403,CUST-0060,STR-009,2024-04-06,shipped,standard
ORD-00400,CUST-0331,STR-011,2022-04-18,completed,express
ORD-00733,CUST-0129,STR-002,2024-12-30,completed,express
ORD-02020,CUST-0050,STR-001,2022-11-07,completed,next_day
ORD-00042,CUST-0066,STR-001,2022-09-06,processing,standard
ORD-00663,CUST-0067,STR-006,2024-12-18,completed,standard
ORD-01762,CUST-0417,STR-007,2023-07-13,cancelled,click_and_collect
ORD-01353,CUST-0073,STR-003,2023-06-04,completed,click_and_collect
ORD-02088,CUST-0269,STR-006,2024-12-18,shipped,standard
ORD-00203,CUST-0371,STR-009,2023-03-06,processing,click_and_collect
ORD-01564,CUST-0452,STR-007,2022-03-16,completed,express
ORD-01655,CUST-0174,STR-009,2022-11-30,completed,standard
ORD-00449,CUST-0352,STR-003,2022-06-07,processing,standard
ORD-01739,CUST-0032,STR-003,2023-11-13,cancelled,next_day
ORD-00635,CUST-0347,STR-009,2023-11-07,completed,next_day
ORD-02666,CUST-0153,STR-008,2022-08-12,completed,click_and_collect
ORD-00065,CUST-0361,STR-005,2022-04-28,completed,click_and_collect
ORD-02236,CUST-0491,STR-006,2024-05-15,shipped,standard
ORD-01164,CUST-0231,STR-012,2024-10-30,shipped,next_day
ORD-00623,CUST-0019,STR-005,2024-04-17,completed,click_and_collect
ORD-01009,CUST-0477,STR-003,2023-12-12,refunded,standard
ORD-00735,CUST-0252,STR-010,2023-01-09,completed,standard
ORD-02838,CUST-0240,STR-006,2022-01-11,processing,standard
ORD-00925,CUST-0180,STR-011,2023-06-27,completed,standard
ORD-02101,CUST-0272,STR-001,2023-12-06,completed,click_and_collect
ORD-00455,CUST-0034,STR-002,2024-01-03,cancelled,standard
ORD-01887,CUST-0078,STR-002,2022-04-09,completed,standard
ORD-01077,CUST-0144,STR-003,2023-12-04,completed,next_day
ORD-00274,CUST-0088,STR-001,2022-04-28,processing,click_and_collect
ORD-00798,CUST-0483,STR-001,2022-07-04,processing,express
ORD-01381,CUST-0133,STR-007,2022-04-14,refunded,next_day
ORD-00207,CUST-0360,STR-002,2024-03-09,completed,standard
ORD-02190,CUST-0480,STR-007,2022-12-10,completed,standard
ORD-02621,CUST-0118,STR-012,2023-12-25,completed,next_day
ORD-00112,CUST-0373,STR-003,2024-06-01,shipped,express
ORD-00779,CUST-0468,STR-007,2023-10-27,refunded,next_day
ORD-00826,CUST-0099,STR-007,2023-03-03,completed,express
ORD-02284,CUST-0401,STR-006,2024-09-04,shipped,click_and_collect
ORD-00265,CUST-0227,STR-001,2022-11-14,completed,standard
ORD-01088,CUST-0337,STR-005,2022-12-27,cancelled,express
ORD-01469,CUST-0613,STR-011,2022-10-24,refunded,express
ORD-01130,CUST-0181,STR-004,2023-03-02,refunded,click_and_collect
ORD-00049,CUST-0276,STR-008,2022-05-06,refunded,standard
ORD-01727,CUST-0439,STR-010,2024-06-29,shipped,standard
ORD-01090,CUST-0084,STR-011,2022-02-21,shipped,standard
ORD-02518,CUST-0385,STR-002,2024-06-17,completed,standard
ORD-01320,CUST-0267,STR-002,2023-06-07,shipped,standard
ORD-00059,CUST-0427,STR-005,2024-06-14,processing,click_and_collect
ORD-00588,CUST-0146,STR-006,2022-07-10,cancelled,next_day
ORD-02858,CUST-0354,STR-002,2024-06-30,completed,express
ORD-00408,CUST-0199,STR-002,2023-02-26,refunded,click_and_collect
ORD-02015,CUST-0137,STR-001,2024-01-21,completed,standard
ORD-02427,CUST-0442,STR-005,2023-11-20,processing,standard
ORD-00799,CUST-0284,STR-004,2024-03-14,completed,click_and_collect
ORD-01210,CUST-0058,STR-012,2022-11-11,cancelled,express
ORD-01248,CUST-0266,STR-011,2024-03-27,cancelled,next_day
ORD-02329,CUST-0458,STR-010,2022-07-24,completed,express
ORD-02450,CUST-0500,STR-008,2022-02-26,shipped,standard
ORD-00356,CUST-0299,STR-011,2024-08-01,shipped,click_and_collect
ORD-00860,CUST-0414,STR-010,2024-10-14,shipped,next_day
ORD-01640,CUST-0286,STR-006,2023-12-07,completed,click_and_collect
ORD-00698,CUST-0009,STR-012,2023-06-07,completed,express
ORD-00214,CUST-0307,STR-012,2022-11-20,shipped,standard
ORD-00468,CUST-0144,STR-008,2023-12-01,cancelled,next_day
ORD-02653,CUST-0435,STR-006,2024-08-09,completed,standard
ORD-02796,CUST-0112,STR-004,2023-02-09,processing,standard
ORD-00469,CUST-0158,STR-008,2024-03-01,refunded,click_and_collect
ORD-02607,CUST-0346,STR-011,2022-04-25,shipped,click_and_collect
ORD-02360,CUST-0039,STR-005,2024-08-16,completed,standard
ORD-01641,CUST-0049,STR-006,2024-07-14,refunded,express
ORD-02880,CUST-0478,STR-012,2024-09-25,completed,standard
ORD-01728,CUST-0279,STR-001,2022-10-16,shipped,express
ORD-02357,CUST-0405,STR-007,2023-05-07,shipped,click_and_collect
ORD-01506,CUST-0255,STR-007,2024-09-12,refunded,standard
ORD-02709,CUST-0246,STR-008,2022-04-19,completed,standard
ORD-01986,CUST-0244,STR-006,2024-12-22,completed,next_day
ORD-01203,CUST-0443,STR-007,2022-11-07,shipped,click_and_collect
ORD-00621,CUST-0119,STR-007,2023-02-24,cancelled,click_and_collect
ORD-00551,CUST-0041,STR-001,2022-08-30,processing,standard
ORD-00778,CUST-0121,STR-009,2023-12-15,completed,standard
ORD-02723,CUST-0047,STR-001,2022-01-02,processing,standard
ORD-01788,CUST-0119,STR-007,2024-05-25,completed,standard
ORD-01089,CUST-0433,STR-011,2024-10-17,processing,standard
ORD-01770,CUST-0403,STR-011,2023-11-15,cancelled,next_day
ORD-01818,CUST-0474,STR-011,2024-03-28,completed,next_day
ORD-01246,CUST-0352,STR-010,2023-08-06,completed,next_day
ORD-02138,CUST-0112,STR-011,2023-08-15,completed,standard
ORD-02356,CUST-0122,STR-011,2024-05-18,completed,standard
ORD-01948,CUST-0359,STR-002,2024-07-13,shipped,express
ORD-01401,CUST-0115,STR-012,2023-06-14,completed,standard
ORD-00032,CUST-0104,STR-002,2024-08-23,shipped,standard
ORD-01191,CUST-0090,STR-003,2024-03-05,completed,standard
ORD-00547,CUST-0237,STR-010,2022-11-19,cancelled,standard
ORD-01165,CUST-0017,STR-009,2023-10-05,completed,next_day
ORD-01707,CUST-0363,STR-005,2022-09-28,completed,standard
ORD-00330,CUST-0281,STR-007,2023-09-21,completed,express
ORD-00423,CUST-0223,STR-009,2024-09-27,completed,standard
ORD-00173,CUST-0166,STR-003,2024-03-22,completed,next_day
ORD-00965,CUST-0350,STR-011,2022-05-29,shipped,next_day
ORD-01141,CUST-0026,STR-012,2024-08-12,completed,standard
ORD-01812,CUST-0440,STR-006,2023-09-15,shipped,express
ORD-00407,CUST-0147,STR-008,2024-11-14,completed,standard
ORD-00371,CUST-0238,STR-008,2024-02-29,completed,standard
ORD-02812,CUST-0032,STR-012,2024-09-06,completed,standard
ORD-02349,CUST-0253,STR-011,2023-05-18,completed,next_day
ORD-02758,CUST-0412,STR-007,2022-09-28,completed,standard
ORD-01711,CUST-0374,STR-002,2024-07-06,refunded,express
ORD-01338,CUST-0313,STR-001,2023-12-31,completed,standard
ORD-02522,CUST-0145,STR-009,2022-11-11,,standard
ORD-02178,CUST-0088,STR-011,2023-07-08,refunded,next_day
ORD-00960,CUST-0483,STR-004,2022-01-04,cancelled,standard
ORD-00516,CUST-0407,STR-005,2022-10-19,,standard
ORD-01959,CUST-0498,STR-008,2023-06-13,cancelled,standard
ORD-00164,CUST-0038,STR-004,2024-06-24,completed,standard
ORD-02240,CUST-0308,STR-012,2024-10-24,shipped,standard
ORD-02300,CUST-0339,STR-003,2022-12-08,cancelled,click_and_collect
ORD-02537,CUST-0112,STR-010,2024-12-15,completed,express
ORD-02389,CUST-0279,STR-003,2024-08-09,processing,standard
ORD-02117,CUST-0159,STR-011,2022-04-24,shipped,next_day
ORD-02819,CUST-0304,STR-005,2022-11-30,refunded,standard
ORD-00312,CUST-0255,STR-004,2022-03-15,completed,standard
ORD-00614,CUST-0491,STR-002,2023-08-03,completed,click_and_collect
ORD-00868,CUST-0339,STR-011,2023-06-16,cancelled,standard
ORD-00061,CUST-0438,STR-008,2023-12-10,completed,next_day
ORD-02974,CUST-0304,STR-006,2024-05-29,completed,standard
ORD-00562,CUST-0303,STR-009,2024-07-23,shipped,standard
ORD-00968,CUST-0324,STR-009,2023-01-18,completed,standard
ORD-01599,CUST-0006,STR-012,2022-10-20,shipped,standard
ORD-01280,CUST-0171,STR-004,2024-12-30,completed,standard
ORD-00812,CUST-0204,STR-012,2022-04-22,completed,standard
ORD-02324,CUST-0179,STR-007,2022-11-11,shipped,click_and_collect
ORD-01806,CUST-0383,STR-007,2024-04-27,completed,standard
ORD-02560,CUST-0049,STR-003,2024-03-22,completed,standard
ORD-01033,CUST-0452,STR-003,2022-10-17,shipped,next_day
ORD-02805,CUST-0048,STR-005,2024-02-06,completed,standard
ORD-02773,CUST-0236,STR-002,2022-12-10,completed,standard
ORD-01558,CUST-0373,STR-007,2024-07-13,shipped,express
ORD-00531,CUST-0236,STR-006,2024-02-02,completed,next_day
ORD-02414,CUST-0312,STR-009,2024-02-18,shipped,click_and_collect
ORD-01333,CUST-0106,STR-009,2024-01-06,completed,click_and_collect
ORD-02948,CUST-0317,STR-004,2024-03-20,shipped,standard
ORD-02250,CUST-0158,STR-008,2023-03-13,completed,standard
ORD-00446,CUST-0400,STR-001,2024-06-29,completed,express
ORD-02902,CUST-0475,STR-006,2023-04-02,refunded,click_and_collect
ORD-00224,CUST-0248,STR-006,2024-04-10,completed,express
ORD-01154,CUST-0212,STR-006,2022-09-28,completed,standard
ORD-00125,CUST-0272,STR-006,2023-10-08,processing,standard
ORD-02215,CUST-0387,STR-007,2023-09-09,completed,click_and_collect
ORD-00821,CUST-0496,STR-002,2022-04-10,completed,standard
ORD-02533,CUST-0067,STR-004,2023-08-11,shipped,click_and_collect
ORD-01546,CUST-0175,STR-002,2024-06-22,,standard
ORD-01867,CUST-0113,STR-010,2022-08-03,completed,standard
ORD-02919,CUST-0102,STR-011,2024-05-27,shipped,next_day
ORD-02992,CUST-0269,STR-011,2024-08-19,shipped,next_day
ORD-01352,CUST-0195,STR-010,2024-11-09,completed,click_and_collect
ORD-01572,CUST-0425,STR-002,2022-05-01,cancelled,express
ORD-00639,CUST-0359,STR-009,2022-08-20,shipped,click_and_collect
ORD-01703,CUST-0039,STR-007,2024-11-02,completed,express
ORD-00409,CUST-0427,STR-012,2023-09-14,completed,click_and_collect
ORD-02198,CUST-0427,STR-001,2023-12-13,cancelled,click_and_collect
ORD-02468,CUST-0017,STR-004,2023-04-18,completed,click_and_collect
ORD-01120,CUST-0164,STR-005,2022-12-23,completed,standard
ORD-01277,CUST-0138,STR-008,2024-01-20,shipped,standard
ORD-01356,CUST-0151,STR-003,2022-10-23,shipped,standard
ORD-02916,CUST-0009,STR-011,2023-08-29,shipped,standard
ORD-02511,CUST-0099,STR-008,2024-05-10,processing,next_day
ORD-02756,CUST-0057,STR-003,2024-12-17,completed,express
ORD-01669,CUST-0292,STR-008,2024-01-21,completed,next_day
ORD-01871,CUST-0407,STR-002,2023-06-28,completed,standard
ORD-00077,CUST-0068,STR-005,2023-08-11,completed,next_day
ORD-00137,CUST-0371,STR-004,2023-02-14,completed,standard
ORD-01580,CUST-0491,STR-006,2022-02-09,shipped,next_day
ORD-00195,CUST-0320,STR-007,2023-04-07,completed,standard
ORD-00401,CUST-0113,STR-004,2022-10-09,shipped,express
ORD-02616,CUST-0076,STR-006,2024-08-06,completed,standard
ORD-02484,CUST-0286,STR-012,2024-07-24,cancelled,standard
ORD-00904,CUST-0476,STR-007,2022-04-02,completed,express
ORD-01327,CUST-0134,STR-012,2022-01-08,completed,next_day
ORD-02516,CUST-0445,STR-009,2024-10-03,completed,express
ORD-01978,CUST-0442,STR-009,2022-01-09,completed,standard
ORD-01398,CUST-0451,STR-012,2023-02-15,completed,next_day
ORD-01961,CUST-0072,STR-001,2023-07-17,completed,express
ORD-02851,CUST-0312,STR-003,2022-02-15,shipped,standard
ORD-02385,CUST-0314,STR-002,2023-10-24,completed,next_day
ORD-01096,CUST-0238,STR-011,2023-02-04,completed,next_day
ORD-01544,CUST-0487,STR-007,2022-03-06,completed,standard
ORD-01487,CUST-0282,STR-006,2023-03-25,completed,standard
ORD-02208,CUST-0001,STR-011,2024-10-31,completed,click_and_collect
ORD-02667,CUST-0175,STR-010,2024-11-21,refunded,next_day
ORD-02221,CUST-0199,STR-006,2022-04-16,shipped,standard
ORD-02517,CUST-0221,STR-001,2024-01-19,completed,standard
ORD-02432,CUST-0118,STR-012,2022-09-24,completed,standard
ORD-00395,CUST-0018,STR-011,2022-03-22,completed,click_and_collect
ORD-02200,CUST-0128,STR-010,2024-05-14,completed,standard
ORD-02456,CUST-0239,STR-006,2024-07-30,completed,standard
ORD-01208,CUST-0115,STR-012,2022-05-12,completed,standard
ORD-01608,CUST-0207,STR-008,2024-12-19,refunded,standard
ORD-00456,CUST-0449,STR-003,2022-11-28,completed,click_and_collect
ORD-02425,CUST-0175,STR-008,2024-03-13,completed,next_day
ORD-00959,CUST-0332,STR-007,2023-09-05,completed,click_and_collect
ORD-01899,CUST-0490,STR-007,2023-06-18,cancelled,express
ORD-00292,CUST-0484,STR-002,2022-05-15,shipped,standard
ORD-01686,CUST-0110,STR-007,2022-09-10,completed,standard
ORD-00256,CUST-0326,STR-005,2022-11-25,cancelled,click_and_collect
ORD-02370,CUST-0389,STR-006,2023-06-25,completed,express
ORD-01044,CUST-0370,STR-008,2022-04-21,completed,next_day
ORD-00702,CUST-0396,STR-009,2023-02-03,completed,standard
ORD-02493,CUST-0120,STR-009,2022-03-14,cancelled,standard
ORD-00257,CUST-0206,STR-006,2022-12-19,completed,standard
ORD-00350,CUST-0464,STR-008,2022-03-15,completed,click_and_collect
ORD-00835,CUST-0455,STR-012,2022-02-22,processing,standard
ORD-01768,CUST-0282,STR-009,2023-02-25,completed,standard
ORD-01499,CUST-0464,STR-011,2023-12-06,completed,standard
ORD-01377,CUST-0061,STR-007,2022-02-17,completed,express
ORD-01666,CUST-0137,STR-001,2022-09-05,,standard
ORD-02054,CUST-0482,STR-005,2024-06-21,shipped,standard
ORD-00291,CUST-0080,STR-010,2024-07-20,cancelled,express
ORD-01688,CUST-0026,STR-003,2024-09-06,completed,next_day
ORD-00343,CUST-0458,STR-001,2023-12-06,completed,standard
ORD-00788,CUST-0156,STR-005,2024-12-10,shipped,next_day
ORD-02122,CUST-0126,STR-005,2022-07-25,completed,standard
ORD-00394,CUST-0014,STR-011,2023-10-26,shipped,next_day
ORD-00166,CUST-0399,STR-011,2024-07-23,completed,express
ORD-00294,CUST-0466,STR-011,2022-07-22,completed,click_and_collect
ORD-00422,CUST-0494,STR-004,2024-07-06,completed,next_day
ORD-01723,CUST-0280,STR-005,2024-12-05,completed,click_and_collect
ORD-00732,CUST-0419,STR-002,2023-08-07,completed,express
ORD-01715,CUST-0410,STR-011,2024-05-03,shipped,standard
ORD-00406,CUST-0104,STR-010,2023-02-05,completed,express
ORD-01985,CUST-0477,STR-004,2022-01-02,shipped,standard
ORD-01541,CUST-0406,STR-010,2022-07-10,completed,standard
ORD-02264,CUST-0377,STR-002,2024-11-20,processing,standard
ORD-00898,CUST-0140,STR-002,2024-04-27,completed,standard
ORD-01647,CUST-0486,STR-005,2022-02-13,cancelled,next_day
ORD-00952,CUST-0419,STR-005,2024-02-25,completed,standard
ORD-02131,CUST-0790,STR-002,2022-06-14,completed,standard
ORD-01150,CUST-0310,STR-012,2023-03-24,cancelled,click_and_collect
ORD-01425,CUST-0491,STR-001,2023-07-20,completed,standard
ORD-00080,CUST-0352,STR-003,2024-02-29,refunded,standard
ORD-00650,CUST-0252,STR-009,2022-06-06,completed,next_day
ORD-00782,CUST-0494,STR-006,2023-10-12,refunded,standard
ORD-02710,CUST-0264,STR-009,2022-11-10,completed,express
ORD-00542,CUST-0876,STR-007,2022-07-09,completed,standard
ORD-02111,CUST-0375,STR-009,2022-11-15,refunded,next_day
ORD-02822,CUST-0165,STR-007,2023-02-28,completed,standard
ORD-02411,CUST-0489,STR-010,2023-09-21,shipped,standard
ORD-01601,CUST-0094,STR-009,2024-07-13,completed,standard
ORD-02247,CUST-0374,STR-003,2023-01-16,completed,standard
ORD-02278,CUST-0776,STR-010,2023-12-22,completed,next_day
ORD-01620,CUST-0375,STR-010,2023-09-08,completed,next_day
ORD-02810,CUST-0330,STR-001,2022-07-04,completed,next_day
ORD-02950,CUST-0477,STR-004,2023-04-21,cancelled,express
ORD-01454,CUST-0392,STR-010,2022-07-21,completed,standard
ORD-01571,CUST-0013,STR-012,2023-10-23,completed,next_day
ORD-00760,CUST-0176,STR-006,2023-01-09,shipped,express
ORD-00626,CUST-0388,STR-012,2024-09-29,completed,express
ORD-01513,CUST-0071,STR-005,2022-12-07,completed,standard
ORD-00630,CUST-0424,STR-004,2023-08-28,processing,standard
ORD-02949,CUST-0024,STR-009,2024-03-09,refunded,click_and_collect
ORD-01238,CUST-0437,STR-009,2023-09-05,processing,standard
ORD-02741,CUST-0424,STR-010,2024-10-21,completed,click_and_collect
ORD-00073,CUST-0383,STR-001,2023-12-20,processing,next_day
ORD-01896,CUST-0045,STR-008,2024-04-07,shipped,express
ORD-01507,CUST-0034,STR-001,2023-07-04,refunded,standard
ORD-00002,CUST-0141,STR-008,2022-12-13,completed,next_day
ORD-02483,CUST-0379,STR-011,2023-01-11,shipped,standard
ORD-00154,CUST-0249,STR-011,2024-12-11,processing,express
ORD-01700,CUST-0036,STR-004,2023-03-29,completed,click_and_collect
ORD-02540,CUST-0410,STR-005,2022-11-02,cancelled,express
ORD-02249,CUST-0182,STR-002,2022-06-30,shipped,standard
ORD-00198,CUST-0052,STR-001,2022-03-22,cancelled,standard
ORD-00945,CUST-0277,STR-012,2023-06-02,completed,standard
ORD-00267,CUST-0075,STR-001,2022-02-12,processing,express
ORD-02436,CUST-0409,STR-007,2022-08-20,refunded,express
ORD-02655,CUST-0032,STR-001,2023-02-05,shipped,click_and_collect
ORD-02799,CUST-0181,STR-008,2023-12-04,shipped,standard
ORD-02469,CUST-0473,STR-011,2022-07-25,completed,express
ORD-00856,CUST-0387,STR-002,2022-04-14,processing,click_and_collect
ORD-02095,CUST-0015,STR-009,2022-08-31,processing,express
ORD-00070,CUST-0301,STR-012,2024-11-23,,click_and_collect
ORD-01611,CUST-0066,STR-001,2024-03-26,processing,next_day
ORD-00979,CUST-0443,STR-008,2024-10-27,cancelled,next_day
ORD-01706,CUST-0156,STR-003,2022-06-23,completed,click_and_collect
ORD-02888,CUST-0293,STR-010,2024-04-17,shipped,click_and_collect
ORD-00659,CUST-0493,STR-011,2024-08-28,completed,next_day
ORD-02873,CUST-0039,STR-012,2022-03-25,refunded,standard
ORD-00234,CUST-0313,STR-007,2023-07-25,shipped,standard
ORD-02795,CUST-0282,STR-010,2022-06-05,completed,standard
ORD-00587,CUST-0039,STR-009,2024-10-17,completed,express
ORD-00410,CUST-0291,STR-005,2022-02-18,completed,standard
ORD-01633,CUST-0319,STR-012,2022-05-26,cancelled,express
ORD-00333,CUST-0198,STR-010,2023-07-14,refunded,standard
ORD-00323,CUST-0199,STR-008,2023-05-02,refunded,standard
ORD-00937,CUST-0147,STR-009,2024-05-20,completed,standard
ORD-02115,CUST-0163,STR-001,2022-12-30,,click_and_collect
ORD-01849,CUST-0202,STR-007,2023-04-23,cancelled,next_day
ORD-01386,CUST-0143,STR-007,2024-07-03,refunded,next_day
ORD-00387,CUST-0140,STR-006,2023-10-06,cancelled,standard
ORD-00549,CUST-0232,STR-006,2023-09-20,shipped,express
ORD-01777,CUST-0442,STR-009,2023-04-07,completed,standard
ORD-01184,CUST-0307,STR-001,2023-12-04,cancelled,standard
ORD-02166,CUST-0324,STR-003,2023-10-22,shipped,standard
ORD-02489,CUST-0205,STR-001,2022-09-28,completed,express
ORD-00841,CUST-0217,STR-005,2024-01-30,shipped,standard
ORD-00263,CUST-0449,STR-011,2023-06-24,shipped,next_day
ORD-01725,CUST-0307,STR-009,2023-07-10,shipped,next_day
ORD-01283,CUST-0416,STR-009,2022-12-23,processing,standard
ORD-02574,CUST-0233,STR-004,2023-09-14,completed,standard
ORD-02697,CUST-0352,STR-004,2023-04-19,completed,click_and_collect
ORD-02575,CUST-0368,STR-012,2023-02-06,cancelled,standard
ORD-01934,CUST-0201,STR-003,2022-07-05,completed,express
ORD-01205,CUST-0424,STR-010,2023-01-04,shipped,standard
ORD-00719,CUST-0397,STR-003,2024-12-04,refunded,express
ORD-02298,CUST-0065,STR-011,2024-10-07,,next_day
ORD-01308,CUST-0063,STR-002,2022-06-13,,next_day
ORD-00193,CUST-0221,STR-005,2022-11-08,completed,standard
ORD-01329,CUST-0180,STR-002,2023-05-01,shipped,next_day
ORD-00036,CUST-0160,STR-006,2022-06-21,completed,standard
ORD-01848,CUST-0190,STR-004,2024-01-30,processing,standard
ORD-02733,CUST-0164,STR-006,2022-07-01,processing,standard
ORD-02671,CUST-0112,STR-005,2024-09-28,completed,standard
ORD-02678,CUST-0231,STR-003,2022-04-20,completed,standard
ORD-02570,CUST-0360,STR-006,2022-11-28,completed,express
ORD-02973,CUST-0459,STR-003,2022-09-26,completed,standard
ORD-00145,CUST-0188,STR-007,2022-10-18,processing,standard
ORD-01747,CUST-0316,STR-005,2022-04-01,completed,standard
ORD-00033,CUST-0209,STR-009,2023-08-06,cancelled,next_day
ORD-00984,CUST-0313,STR-003,2022-08-12,completed,standard
ORD-01726,CUST-0228,STR-010,2024-03-03,cancelled,standard
ORD-02144,CUST-0283,STR-009,2023-04-19,,standard
ORD-02248,CUST-0430,STR-008,2024-12-31,completed,standard
ORD-01548,CUST-0147,STR-009,2023-09-23,completed,standard
ORD-02105,CUST-0170,STR-005,2023-08-08,completed,standard
ORD-02957,CUST-0180,STR-009,2024-10-26,completed,click_and_collect
ORD-01442,CUST-0354,STR-002,2024-01-17,completed,standard
ORD-02197,CUST-0318,STR-003,2023-12-05,completed,standard
ORD-00359,CUST-0199,STR-006,2023-01-30,completed,click_and_collect
ORD-01805,CUST-0096,STR-002,2023-01-22,processing,express
ORD-00327,CUST-0065,STR-011,2024-04-11,shipped,express
ORD-02087,CUST-0077,STR-009,2024-02-18,shipped,standard
ORD-01367,CUST-0421,STR-011,2022-07-01,completed,next_day
ORD-01860,CUST-0294,STR-004,2022-09-08,shipped,standard
ORD-00309,CUST-0060,STR-003,2024-09-27,cancelled,standard
ORD-02789,CUST-0092,STR-010,2022-11-30,refunded,standard
ORD-01656,CUST-0058,STR-010,2022-03-08,processing,click_and_collect
ORD-01129,CUST-0236,STR-006,2024-12-22,processing,click_and_collect
ORD-00209,CUST-0072,STR-012,2022-03-21,completed,click_and_collect
ORD-02519,CUST-0069,STR-006,2023-12-10,completed,standard
ORD-00470,CUST-0350,STR-010,2022-10-09,completed,click_and_collect
ORD-00081,CUST-0223,STR-006,2023-08-15,cancelled,next_day
ORD-01021,CUST-0356,STR-011,2023-03-23,refunded,standard
ORD-00495,CUST-0492,STR-001,2023-05-15,completed,express
ORD-02026,CUST-0487,STR-008,2024-04-14,completed,next_day
ORD-02587,CUST-0042,STR-002,2022-04-24,shipped,express
ORD-01981,CUST-0012,STR-009,2024-04-10,completed,click_and_collect
ORD-01946,CUST-0274,STR-002,2024-02-11,completed,standard
ORD-02177,CUST-0116,STR-012,2022-01-23,completed,standard
ORD-00334,CUST-0295,STR-004,2023-10-11,completed,express
ORD-02832,CUST-0177,STR-010,2024-04-04,shipped,express
ORD-02703,CUST-0339,STR-009,2022-02-22,completed,express
ORD-02673,CUST-0352,STR-011,2023-10-10,completed,express
ORD-00660,CUST-0368,STR-004,2022-05-12,completed,standard
ORD-02817,CUST-0096,STR-008,2022-09-21,completed,standard
ORD-02952,CUST-0259,STR-008,2024-12-03,completed,standard
ORD-02212,CUST-0160,STR-001,2023-06-26,cancelled,express
ORD-02062,CUST-0308,STR-006,2023-01-07,completed,express
ORD-01020,CUST-0199,STR-012,2023-06-23,completed,express
ORD-01539,CUST-0238,STR-003,2024-05-17,shipped,click_and_collect
ORD-01484,CUST-0437,STR-002,2024-06-21,completed,express
ORD-01905,CUST-0001,STR-005,2023-07-03,completed,standard
ORD-00251,CUST-0364,STR-010,2024-03-17,completed,standard
ORD-00813,CUST-0136,STR-009,2024-08-11,cancelled,next_day
ORD-00009,CUST-0345,STR-002,2023-10-07,completed,express
ORD-00344,CUST-0070,STR-010,2024-03-17,completed,click_and_collect
ORD-01557,CUST-0114,STR-008,2024-12-06,completed,express
ORD-01446,CUST-0278,STR-005,2023-03-28,completed,standard
ORD-01512,CUST-0415,STR-004,2022-11-21,cancelled,standard
ORD-00661,CUST-0073,STR-012,2023-08-28,cancelled,next_day
ORD-01066,CUST-0165,STR-005,2022-07-27,cancelled,click_and_collect
ORD-01958,CUST-0224,STR-006,2024-10-25,shipped,next_day
ORD-02682,CUST-0406,STR-006,2024-08-20,completed,standard
ORD-01373,CUST-0086,STR-004,2024-10-03,completed,standard
ORD-02855,CUST-0434,STR-010,2024-04-20,completed,standard
ORD-01536,CUST-0074,STR-008,2022-03-18,completed,express
ORD-00820,CUST-0296,STR-007,2022-06-19,refunded,express
ORD-01302,CUST-0435,STR-009,2022-06-17,refunded,express
ORD-00585,CUST-0160,STR-009,2023-08-24,completed,standard
ORD-02512,CUST-0371,STR-012,2024-12-28,shipped,next_day
ORD-00463,CUST-0321,STR-007,2024-01-11,completed,express
ORD-01149,CUST-0359,STR-009,2023-04-05,shipped,next_day
ORD-01472,CUST-0238,STR-008,2023-12-07,shipped,standard
ORD-01776,CUST-0125,STR-012,2024-05-11,processing,next_day
ORD-01213,CUST-0798,STR-003,2024-10-26,processing,express
ORD-01185,CUST-0469,STR-009,2022-10-29,processing,standard
ORD-02930,CUST-0132,STR-010,2023-08-15,,next_day
ORD-01955,CUST-0263,STR-006,2024-10-16,completed,standard
