inventory_id,product_id,store_id,quantity_on_hand,reorder_point,last_restocked
INV-00481,PROD-0085,STR-004,476,14,2024-12-31
INV-00482,PROD-0085,STR-009,28,37,2024-05-06
INV-00483,PROD-0085,STR-006,281,20,2024-02-04
INV-00484,PROD-0085,STR-012,184,78,2024-12-10
INV-00485,PROD-0085,STR-007,218,56,2024-03-05
INV-00486,PROD-0085,STR-001,496,56,2024-03-11
INV-00487,PROD-0086,STR-004,281,94,2024-05-04
INV-00488,PROD-0086,STR-005,294,12,2024-11-27
INV-00489,PROD-0086,STR-012,433,38,2024-11-10
INV-00490,PROD-0086,STR-007,256,32,2024-10-13
INV-00491,PROD-0086,STR-011,476,13,2024-12-18
INV-00492,PROD-0087,STR-005,148,94,2024/08/21
INV-00493,PROD-0087,STR-012,385,73,2024-11-29
INV-00494,PROD-0087,STR-003,464,20,2024-03-25
INV-00495,PROD-0087,STR-001,34,36,2024-04-06
INV-00496,PROD-0087,STR-011,442,56,2024-09-27
INV-00497,PROD-0087,STR-010,34,63,2024-06-19
INV-00498,PROD-0088,STR-010,194,39,2024-11-10
INV-00499,PROD-0088,STR-003,53,39,2024-12-21
INV-00500,PROD-0088,STR-008,248,,2024-07-24
INV-00501,PROD-0088,STR-001,156,53,2024-02-07
INV-00502,PROD-0088,STR-002,182,93,2024/08/26
INV-00503,PROD-0088,STR-009,351,58,2024-04-14
INV-00504,PROD-0089,STR-005,260,33,2024-05-02
INV-00505,PROD-0089,STR-002,288,31,2024-12-19
INV-00506,PROD-0089,STR-003,181,20,2024-06-23
INV-00507,PROD-0089,STR-007,499,52,2024-04-15
INV-00508,PROD-0089,STR-004,335,42,2024-10-14
INV-00509,PROD-0089,STR-001,183,14,2024-04-27
INV-00510,PROD-0090,STR-011,5,15,2024-02-25
INV-00511,PROD-0090,STR-008,441,76,2024-06-02
INV-00512,PROD-0090,STR-006,473,97,2024-11-21
INV-00513,PROD-0091,STR-001,231,50,2024-07-15
INV-00514,PROD-0091,STR-006,123,38,2024-04-08
INV-00515,PROD-0091,STR-002,68,50,2024-01-23
INV-00516,PROD-0091,STR-008,259,51,19/10/2024
INV-00517,PROD-0092,STR-002,296,10,10/01/2024
INV-00518,PROD-0092,STR-012,152,16,2024-06-28
INV-00519,PROD-0092,STR-004,465,95,2024-03-09
INV-00520,PROD-0092,STR-010,356,30,2024-01-16
INV-00521,PROD-0092,STR-008,226,24,2024-01-30
INV-00522,PROD-0092,STR-011,269,46,02-01-2024
INV-00523,PROD-0093,STR-003,191,92,2024-08-14
INV-00524,PROD-0093,STR-010,61,11,2024-11-27
INV-00525,PROD-0093,STR-008,440,94,2024-10-26
INV-00526,PROD-0093,STR-005,402,28,2024-02-03
INV-00527,PROD-0093,STR-007,176,60,2024-04-13
INV-00528,PROD-0093,STR-006,169,,2024-07-25
INV-00529,PROD-0093,STR-001,19,64,2024-03-22
INV-00530,PROD-0094,STR-008,54,75,2024-03-18
INV-00531,PROD-0094,STR-002,13,53,2024/11/06
INV-00532,PROD-0094,STR-005,265,37,2024-05-30
INV-00533,PROD-0094,STR-004,139,41,2024-10-04
INV-00534,PROD-0095,STR-007,348,32,2024-05-26
INV-00535,PROD-0095,STR-002,286,52,2024-10-07
INV-00536,PROD-0095,STR-012,205,19,2024-10-13
INV-00537,PROD-0095,STR-008,349,62,2024-02-16
INV-00538,PROD-0095,STR-011,12,69,2024-01-31
INV-00539,PROD-0096,STR-001,399,82,2024-07-23
INV-00540,PROD-0096,STR-006,191,51,2024-11-16
INV-00541,PROD-0096,STR-005,173,32,2024-05-06
INV-00542,PROD-0096,STR-010,10,,2024-02-03
INV-00543,PROD-0097,STR-010,454,54,2024-07-14
INV-00544,PROD-0097,STR-012,251,98,2024-12-02
INV-00545,PROD-0097,STR-008,12,13,2024-05-24
INV-00546,PROD-0097,STR-007,297,34,2024-09-13
INV-00547,PROD-0097,STR-003,442,74,2024-12-01
INV-00548,PROD-0098,STR-008,440,92,2024-10-26
INV-00549,PROD-0098,STR-001,428,94,10-19-2024
INV-00550,PROD-0098,STR-004,435,97,2024-05-03
INV-00551,PROD-0098,STR-012,468,33,21/01/2024
INV-00552,PROD-0098,STR-006,430,84,2024-10-24
INV-00553,PROD-0098,STR-011,392,62,2024-09-13
INV-00554,PROD-0098,STR-009,122,78,2024-04-12
INV-00555,PROD-0099,STR-011,212,43,2024-10-30
INV-00556,PROD-0099,STR-010,144,87,2024-08-30
INV-00557,PROD-0099,STR-005,17,79,2024-01-06
INV-00558,PROD-0099,STR-012,25,64,2024-07-12
INV-00559,PROD-0100,STR-002,325,57,2024-05-21
INV-00560,PROD-0100,STR-010,214,72,2024-09-11
INV-00561,PROD-0100,STR-011,63,17,2024-02-20
INV-00562,PROD-0100,STR-007,115,48,2024-07-14
INV-00563,PROD-0100,STR-009,295,35,2024-08-31
INV-00564,PROD-0101,STR-008,390,45,2024-12-06
INV-00565,PROD-0101,STR-003,127,53,2024-02-04
INV-00566,PROD-0101,STR-012,491,38,2024-09-30
INV-00567,PROD-0101,STR-007,113,17,2024-01-21
INV-00568,PROD-0101,STR-010,134,44,2024-02-18
INV-00569,PROD-0101,STR-004,272,94,2024-01-08
INV-00570,PROD-0101,STR-009,36,59,2024-05-01
INV-00571,PROD-0102,STR-003,315,88,2024-07-16
INV-00572,PROD-0102,STR-002,226,74,2024-01-27
INV-00573,PROD-0102,STR-011,-41,54,2024/03/04
INV-00574,PROD-0102,STR-012,337,90,2024-12-07
INV-00575,PROD-0102,STR-010,156,17,2024-08-01
INV-00576,PROD-0102,STR-008,468,85,2024-05-22
INV-00577,PROD-0102,STR-007,185,62,2024-06-22
INV-00578,PROD-0102,STR-001,166,60,2024-03-24
INV-00579,PROD-0103,STR-007,373,97,2024-02-19
INV-00580,PROD-0103,STR-011,468,17,2024-03-17
INV-00581,PROD-0103,STR-012,417,16,2024-06-06
INV-00582,PROD-0103,STR-004,256,99,2024-10-20
INV-00583,PROD-0103,STR-001,46,75,2024-09-21
INV-00584,PROD-0103,STR-003,74,44,2024-12-20
INV-00585,PROD-0104,STR-007,83,76,2024-04-14
INV-00586,PROD-0104,STR-005,481,25,10-28-2024
INV-00587,PROD-0104,STR-012,485,18,2024-09-02
INV-00588,PROD-0104,STR-002,173,13,2024-02-23
INV-00589,PROD-0104,STR-009,269,44,18/10/2024
INV-00590,PROD-0104,STR-008,-38,57,2024/04/12
INV-00591,PROD-0105,STR-002,115,,2024-03-27
INV-00592,PROD-0105,STR-012,242,35,2024/08/25
INV-00593,PROD-0105,STR-008,344,99,2024-12-13
INV-00594,PROD-0105,STR-007,487,35,2024-12-05
INV-00595,PROD-0105,STR-004,31,,2024-09-12
INV-00596,PROD-0105,STR-001,396,87,2024/07/17
INV-00597,PROD-0105,STR-009,47,51,2024-06-11
INV-00598,PROD-0105,STR-006,410,44,2024/10/23
INV-00599,PROD-0106,STR-009,11,42,2024-01-13
INV-00600,PROD-0106,STR-001,394,27,06-17-2024
INV-00601,PROD-0106,STR-002,170,17,2024-01-23
INV-00602,PROD-0106,STR-006,29,57,2024-06-24
INV-00603,PROD-0106,STR-005,128,91,2024-09-08
INV-00604,PROD-0106,STR-008,289,47,2024-07-11
INV-00605,PROD-0107,STR-004,455,20,2024-08-27
INV-00606,PROD-0107,STR-008,123,46,2024-02-02
INV-00607,PROD-0107,STR-011,172,20,2024-03-10
INV-00608,PROD-0107,STR-003,460,70,2024-09-30
INV-00609,PROD-0107,STR-009,203,26,2024-09-17
INV-00610,PROD-0107,STR-012,167,51,2024-06-11
INV-00611,PROD-0108,STR-001,-37,35,2024-03-19
INV-00612,PROD-0108,STR-007,449,74,2024-06-04
INV-00613,PROD-0108,STR-004,430,37,2024-08-05
INV-00614,PROD-0108,STR-010,181,21,2024/11/04
INV-00615,PROD-0108,STR-008,268,68,2024-09-07
INV-00616,PROD-0108,STR-009,430,91,2024-06-06
INV-00617,PROD-0108,STR-002,-1,92,11/02/2024
INV-00618,PROD-0108,STR-012,418,85,2024-10-05
INV-00619,PROD-0109,STR-010,166,35,2024-03-13
INV-00620,PROD-0109,STR-002,331,15,2024-10-07
INV-00621,PROD-0109,STR-011,382,74,2024-01-07
INV-00622,PROD-0110,STR-011,36,60,2024-03-27
INV-00623,PROD-0110,STR-005,227,31,11-02-2024
INV-00624,PROD-0110,STR-006,143,100,2024-01-19
INV-00625,PROD-0110,STR-008,307,79,2024-11-18
INV-00626,PROD-0111,STR-010,206,46,2024-08-13
INV-00627,PROD-0111,STR-007,261,10,2024-04-02
INV-00628,PROD-0111,STR-002,399,53,2024-09-12
INV-00629,PROD-0111,STR-012,424,86,2024-05-16
INV-00630,PROD-0112,STR-006,194,86,2024-07-04
INV-00631,PROD-0112,STR-008,404,,2024-12-13
INV-00632,PROD-0112,STR-004,280,99,2024-04-11
INV-00633,PROD-0112,STR-005,63,89,2024-03-20
INV-00634,PROD-0112,STR-003,250,19,2024-08-18
INV-00635,PROD-0112,STR-010,393,47,2024-12-24
INV-00636,PROD-0113,STR-012,434,59,2024-12-11
INV-00637,PROD-0113,STR-007,383,58,22/11/2024
INV-00638,PROD-0113,STR-006,303,46,2024-08-09
INV-00639,PROD-0113,STR-005,169,91,2024-11-28
INV-00640,PROD-0113,STR-003,85,78,2024-10-21
INV-00641,PROD-0113,STR-002,-25,52,2024-01-14
INV-00642,PROD-0114,STR-004,311,92,2024/10/16
INV-00643,PROD-0114,STR-008,500,84,2024-01-23
INV-00644,PROD-0114,STR-007,258,95,2024-01-29
INV-00645,PROD-0114,STR-002,352,91,2024-08-14
INV-00646,PROD-0114,STR-005,21,31,2024-10-26
INV-00647,PROD-0114,STR-011,348,59,03/02/2024
INV-00648,PROD-0115,STR-005,186,100,2024-11-05
INV-00649,PROD-0115,STR-006,87,78,12-12-2024
INV-00650,PROD-0115,STR-001,43,74,12-04-2024
INV-00651,PROD-0116,STR-002,478,11,2024-10-18
INV-00652,PROD-0116,STR-011,-45,54,06-07-2024
INV-00653,PROD-0116,STR-008,-28,56,2024-05-20
INV-00654,PROD-0116,STR-005,46,26,12/03/2024
INV-00655,PROD-0117,STR-010,208,56,03/09/2024
INV-00656,PROD-0117,STR-012,307,70,2024/01/15
INV-00657,PROD-0117,STR-001,452,53,2024-03-09
INV-00658,PROD-0117,STR-008,86,53,23/07/2024
INV-00659,PROD-0117,STR-006,295,41,2024-03-10
INV-00660,PROD-0117,STR-007,46,66,2024-07-16
INV-00661,PROD-0117,STR-004,219,21,2024-04-17
INV-00662,PROD-0117,STR-011,446,90,24/09/2024
INV-00663,PROD-0118,STR-012,21,97,2024/07/17
INV-00664,PROD-0118,STR-005,215,32,2024-04-08
INV-00665,PROD-0118,STR-006,98,17,2024-12-31
INV-00666,PROD-0118,STR-011,198,69,2024-11-07
INV-00667,PROD-0118,STR-009,241,26,07-28-2024
INV-00668,PROD-0118,STR-008,35,81,2024-04-23
INV-00669,PROD-0118,STR-007,322,21,2024-11-20
INV-00670,PROD-0119,STR-010,343,29,2024-09-23
INV-00671,PROD-0119,STR-012,214,67,2024/11/25
INV-00672,PROD-0119,STR-003,447,40,2024-09-13
INV-00673,PROD-0119,STR-009,275,73,2024-09-17
INV-00674,PROD-0120,STR-010,12,29,2024-05-28
INV-00675,PROD-0120,STR-008,353,19,23/10/2024
INV-00676,PROD-0120,STR-002,479,18,2024-08-22
INV-00677,PROD-0121,STR-005,472,69,2024/11/09
INV-00678,PROD-0121,STR-011,388,100,2024-03-27
INV-00679,PROD-0121,STR-007,395,96,2024-01-18
INV-00680,PROD-0121,STR-003,199,36,2024-07-24
INV-00681,PROD-0121,STR-008,124,21,2024-11-12
INV-00682,PROD-0121,STR-006,224,63,2024-08-25
INV-00683,PROD-0121,STR-012,396,75,2024-02-20
INV-00684,PROD-0121,STR-010,91,18,2024-05-21
INV-00685,PROD-0122,STR-002,25,52,2024-02-06
INV-00686,PROD-0122,STR-006,386,45,2024-02-11
INV-00687,PROD-0122,STR-003,-47,73,2024-05-17
INV-00688,PROD-0122,STR-012,-4,89,2024-02-20
INV-00689,PROD-0122,STR-004,305,80,2024-03-11
INV-00690,PROD-0122,STR-007,478,12,2024-08-22
INV-00691,PROD-0122,STR-005,437,95,11-13-2024
INV-00692,PROD-0123,STR-005,162,75,2024-03-21
INV-00693,PROD-0123,STR-010,412,81,2024-09-06
INV-00694,PROD-0123,STR-007,124,34,2024-07-31
INV-00695,PROD-0123,STR-001,478,47,2024-09-19
INV-00696,PROD-0123,STR-002,248,57,2024/05/12
INV-00697,PROD-0124,STR-003,317,17,2024/07/26
INV-00698,PROD-0124,STR-007,496,22,2024-03-31
INV-00699,PROD-0124,STR-001,249,67,2024-03-29
INV-00700,PROD-0124,STR-005,74,61,2024-01-14
INV-00701,PROD-0124,STR-009,419,55,2024-06-25
INV-00702,PROD-0124,STR-002,391,89,2024-09-27
INV-00703,PROD-0124,STR-012,259,66,2024-01-05
INV-00704,PROD-0124,STR-011,-12,36,26/05/2024
INV-00705,PROD-0125,STR-004,180,56,2024-05-28
INV-00706,PROD-0125,STR-006,-15,40,2024-04-30
INV-00707,PROD-0125,STR-012,-18,,2024-12-25
INV-00708,PROD-0125,STR-011,120,100,2024-09-18
INV-00709,PROD-0126,STR-006,430,80,2024-08-25
INV-00710,PROD-0126,STR-008,406,22,2024-11-20
INV-00711,PROD-0126,STR-007,55,20,2024-11-02
INV-00712,PROD-0126,STR-005,255,87,2024-06-24
INV-00713,PROD-0126,STR-002,336,22,2024-03-09
INV-00714,PROD-0127,STR-004,358,93,2024-09-06
INV-00715,PROD-0127,STR-003,176,95,2024-10-25
INV-00716,PROD-0127,STR-011,411,47,2024-02-17
INV-00717,PROD-0127,STR-010,170,77,2024-02-26
INV-00718,PROD-0127,STR-001,36,14,2024-04-16
INV-00719,PROD-0128,STR-001,99,41,2024-10-03
INV-00720,PROD-0128,STR-012,4,15,2024-10-29
INV-00721,PROD-0128,STR-007,42,37,2024-11-12
INV-00722,PROD-0129,STR-001,409,95,2024-10-05
INV-00723,PROD-0129,STR-005,345,21,2024-03-03
INV-00724,PROD-0129,STR-006,181,49,2024-05-15
INV-00725,PROD-0129,STR-003,415,41,2024/06/27
INV-00726,PROD-0129,STR-012,429,71,2024-12-09
INV-00727,PROD-0130,STR-005,338,26,2024-08-27
INV-00728,PROD-0130,STR-003,235,69,18/03/2024
INV-00729,PROD-0130,STR-009,114,32,2024-11-10
INV-00730,PROD-0131,STR-012,414,65,2024-08-25
INV-00731,PROD-0131,STR-011,89,45,2024-01-12
INV-00732,PROD-0131,STR-009,402,85,2024-01-12
INV-00733,PROD-0132,STR-011,71,51,2024-08-03
INV-00734,PROD-0132,STR-008,341,45,2024-10-06
INV-00735,PROD-0132,STR-001,273,78,09/04/2024
INV-00736,PROD-0132,STR-005,191,38,2024-01-03
INV-00737,PROD-0132,STR-006,155,52,2024-03-26
INV-00738,PROD-0133,STR-003,33,75,2024-02-05
INV-00739,PROD-0133,STR-008,339,40,2024-04-21
INV-00740,PROD-0133,STR-009,98,35,2024-09-21
INV-00741,PROD-0133,STR-007,417,50,2024-06-01
INV-00742,PROD-0133,STR-004,271,47,2024-09-15
INV-00743,PROD-0133,STR-002,415,100,2024-11-20
INV-00744,PROD-0133,STR-001,316,10,2024-08-12
INV-00745,PROD-0134,STR-001,25,88,2024-09-28
INV-00746,PROD-0134,STR-008,409,58,2024-06-12
INV-00747,PROD-0134,STR-003,168,64,2024-06-16
INV-00748,PROD-0134,STR-002,137,48,2024-05-09
INV-00749,PROD-0135,STR-001,329,60,2024-08-29
INV-00750,PROD-0135,STR-003,369,94,2024-10-20
INV-00751,PROD-0135,STR-011,273,72,2024-04-17
INV-00752,PROD-0135,STR-010,293,11,2024-12-10
INV-00753,PROD-0135,STR-006,141,73,11/11/2024
INV-00754,PROD-0135,STR-007,322,29,2024-08-11
INV-00755,PROD-0135,STR-005,320,17,2024-01-09
INV-00756,PROD-0135,STR-004,51,77,2024-05-30
INV-00757,PROD-0136,STR-001,262,15,2024-03-22
INV-00758,PROD-0136,STR-011,64,64,2024-11-20
INV-00759,PROD-0136,STR-008,327,17,02-27-2024
INV-00760,PROD-0136,STR-012,85,78,2024-07-06
INV-00761,PROD-0136,STR-010,196,15,04-30-2024
INV-00762,PROD-0136,STR-005,417,14,2024-07-25
INV-00763,PROD-0137,STR-008,293,61,2024-07-23
INV-00764,PROD-0137,STR-003,425,10,2024-05-14
INV-00765,PROD-0137,STR-004,166,83,2024-04-21
INV-00766,PROD-0137,STR-005,297,27,2024-01-06
INV-00767,PROD-0137,STR-012,330,23,25/07/2024
INV-00768,PROD-0138,STR-008,134,20,2024-09-28
INV-00769,PROD-0138,STR-012,253,31,2024-10-19
INV-00770,PROD-0138,STR-009,299,81,2024-04-03
INV-00771,PROD-0138,STR-011,403,76,2024-04-13
INV-00772,PROD-0139,STR-007,2,50,2024-07-14
INV-00773,PROD-0139,STR-008,395,56,2024-04-04
INV-00774,PROD-0139,STR-006,299,70,2024-05-29
INV-00775,PROD-0139,STR-005,22,71,2024-10-18
INV-00776,PROD-0139,STR-004,177,45,2024-02-15
INV-00777,PROD-0140,STR-010,301,44,2024-02-08
INV-00778,PROD-0140,STR-002,174,54,2024-05-04
INV-00779,PROD-0140,STR-005,305,92,2024-11-12
INV-00780,PROD-0140,STR-001,404,25,2024-09-15
INV-00781,PROD-0140,STR-004,345,50,09-20-2024
INV-00782,PROD-0140,STR-008,248,57,11-26-2024
INV-00783,PROD-0140,STR-011,91,,2024-03-28
INV-00784,PROD-0140,STR-006,373,41,2024-02-16
INV-00785,PROD-0141,STR-002,348,47,2024-12-25
INV-00786,PROD-0141,STR-004,156,82,2024-07-22
INV-00787,PROD-0141,STR-008,245,92,2024-12-12
INV-00788,PROD-0141,STR-005,223,21,2024-01-28
INV-00789,PROD-0141,STR-006,59,57,2024-02-22
INV-00790,PROD-0141,STR-009,251,57,2024-08-24
INV-00791,PROD-0141,STR-011,-44,81,2024/07/02
INV-00792,PROD-0141,STR-010,484,100,2024-09-20
INV-00793,PROD-0142,STR-008,353,22,2024-05-09
INV-00794,PROD-0142,STR-001,141,49,03/08/2024
INV-00795,PROD-0142,STR-010,282,90,2024-01-04
INV-00796,PROD-0143,STR-001,305,58,2024-11-10
INV-00797,PROD-0143,STR-003,308,40,2024-09-30
INV-00798,PROD-0143,STR-007,7,11,2024-06-08
INV-00799,PROD-0144,STR-011,21,69,2024-04-12
INV-00800,PROD-0144,STR-004,375,39,2024-07-22
INV-00801,PROD-0144,STR-003,154,83,2024-01-11
INV-00802,PROD-0145,STR-001,-32,21,2024-10-28
INV-00803,PROD-0145,STR-005,-15,88,2024-05-10
INV-00804,PROD-0145,STR-003,23,36,2024-12-08
INV-00805,PROD-0145,STR-006,299,29,2024-12-20
INV-00806,PROD-0145,STR-007,37,11,2024-05-11
INV-00807,PROD-0145,STR-012,319,69,2024-03-29
INV-00808,PROD-0146,STR-009,70,76,2024-03-23
INV-00809,PROD-0146,STR-002,141,70,2024-04-14
INV-00810,PROD-0146,STR-006,62,76,2024-08-02
INV-00811,PROD-0146,STR-003,340,100,2024-01-31
INV-00812,PROD-0147,STR-003,45,82,2024-02-25
INV-00813,PROD-0147,STR-008,494,79,2024-02-29
INV-00814,PROD-0147,STR-007,114,96,2024-01-08
INV-00815,PROD-0147,STR-005,373,15,2024-02-07
INV-00816,PROD-0148,STR-001,34,50,2024-10-16
INV-00817,PROD-0148,STR-008,366,32,02-24-2024
INV-00818,PROD-0148,STR-009,308,100,2024-03-03
INV-00819,PROD-0148,STR-004,400,12,2024-01-20
INV-00820,PROD-0148,STR-007,137,44,2024-12-24
INV-00821,PROD-0148,STR-006,476,41,2024/11/28
INV-00822,PROD-0149,STR-008,72,16,2024-09-05
INV-00823,PROD-0149,STR-012,176,70,2024-03-04
INV-00824,PROD-0149,STR-001,75,76,02-15-2024
INV-00825,PROD-0149,STR-004,291,48,2024-07-17
INV-00826,PROD-0149,STR-002,423,45,2024-07-04
INV-00827,PROD-0149,STR-011,121,23,2024-06-30
INV-00828,PROD-0149,STR-009,393,67,2024/01/24
INV-00829,PROD-0150,STR-003,307,70,2024-02-18
INV-00830,PROD-0150,STR-001,342,74,2024-05-14
INV-00831,PROD-0150,STR-007,132,43,2024-06-29
INV-00832,PROD-0150,STR-006,198,47,2024-05-31
INV-00833,PROD-0150,STR-011,300,73,2024-12-08
INV-00834,PROD-0150,STR-010,125,62,2024-08-16
