session_id,customer_id,page_url,event_type,event_timestamp,device_type,browser,referrer_source
SESS-001312,,/products/home,search,2024-10-08 13:35:25,mobile,Edge,google
SESS-001313,CUST-0365,/checkout/payment,search,2024-08-24 17:26:35,mobile,Firefox,
SESS-001314,,/contact,click,2024-10-16 08:31:32,tablet,Chrome,direct
SESS-001315,,/products/clothing,page_view,2024-06-04 23:01:47,mobile,Safari,facebook
SESS-001316,,/products/home,page_view,2024-02-04 18:56:40,mobile,Edge,tiktok
SESS-001317,CUST-0447,/checkout/confirmation,purchase,2024-01-13 00:40:31,tablet,Chrome,affiliate
SESS-001318,,/,search,2024-06-27 02:10:21,mobile,Chrome,google
SESS-001319,CUST-0207,/about,page_view,2024-04-22 23:17:34,mobile,Safari,tiktok
SESS-001320,,/account,search,2024-07-06 00:21:11,mobile,Safari,facebook
SESS-001321,,/account/orders,page_view,2024-09-19 22:07:37,tablet,Safari,affiliate
SESS-001322,CUST-0208,/account,purchase,2024-07-11 01:08:57,tablet,Firefox,twitter
SESS-001323,CUST-0482,/cart,begin_checkout,2024-06-10 02:43:58,mobile,Safari,twitter
SESS-001324,CUST-0034,/products/books,add_to_cart,2024-02-28 12:11:44,desktop,Safari,tiktok
SESS-001325,,/products/electronics,video_play,2024-06-05 23:59:02,mobile,Safari,facebook
SESS-001326,,/account,click,2024-05-20 14:23:07,mobile,Safari,instagram
SESS-001327,,/checkout/confirmation,begin_checkout,2024-07-15 19:03:19,desktop,Edge,instagram
SESS-001328,,/returns,remove_from_cart,2024-01-20 10:34:55,mobile,Chrome,
SESS-001329,CUST-0432,/account/orders,page_view,2024-03-14 15:48:21,mobile,Safari,facebook
SESS-001330,,/products/electronics,remove_from_cart,2024-12-29 16:14:21,tablet,Firefox,tiktok
SESS-001331,,/products/sports,add_to_cart,2024-02-08 17:54:38,mobile,Chrome,tiktok
SESS-001332,CUST-0006,/account,search,2024-01-12 22:36:39,desktop,Chrome,
SESS-001333,CUST-0037,/blog,page_view,2024-01-20 05:18:57,desktop,Samsung Internet,direct
SESS-001334,,/products,page_view,2024-11-03 07:11:11,bot,Googlebot,twitter
SESS-001335,CUST-0495,/products/home,page_view,2024-12-12 19:49:23,tablet,Samsung Internet,facebook
SESS-001336,CUST-0351,/products/clothing,purchase,2024-08-29 03:02:08,mobile,Samsung Internet,instagram
SESS-001337,CUST-0008,/products/books,search,2024-03-31 16:52:58,desktop,Safari,instagram
SESS-001338,CUST-0125,/,video_play,2024-07-27 00:03:41,mobile,Chrome,bing
SESS-001339,CUST-0491,/products,begin_checkout,2024-09-24 20:36:22,mobile,Samsung Internet,affiliate
SESS-001340,,/checkout,add_to_cart,2024-05-18 16:17:00,desktop,Chrome,bing
SESS-001341,,/faq,add_to_cart,2024-07-27 11:46:27,tablet,Safari,facebook
SESS-001342,CUST-0116,/cart,purchase,2024-01-01 12:39:17,tablet,Samsung Internet,facebook
SESS-001343,,/products/clothing,page_view,2024-11-03 02:59:47,mobile,Chrome,twitter
SESS-001344,,/,search,2024-07-03 12:58:16,tablet,Chrome,email_campaign
SESS-001345,CUST-0316,/checkout/payment,click,2024-07-27 06:28:14,desktop,Chrome,google
SESS-001346,,/checkout/confirmation,page_view,2024-06-08 18:02:45,tablet,Safari,direct
SESS-001347,CUST-0435,/about,purchase,2024-10-23 15:19:26,mobile,Chrome,google
SESS-001348,,/products,purchase,2024-12-02 20:20:15,desktop,Chrome,instagram
SESS-001349,CUST-0136,/,page_view,2024-11-20 23:16:55,desktop,Safari,affiliate
SESS-001350,CUST-0432,/products/home,add_to_cart,2024-02-19 05:21:35,mobile,Chrome,facebook
SESS-001351,,/products/books,search,2024-12-25 05:22:28,desktop,Samsung Internet,twitter
SESS-001352,CUST-0242,/checkout/payment,page_view,2024-06-18 11:12:45,tablet,Chrome,tiktok
SESS-001353,CUST-0114,/checkout/payment,begin_checkout,2024-07-30 11:23:21,desktop,Safari,instagram
SESS-001354,,/products/sports,video_play,2024-01-28 13:30:27,tablet,Chrome,twitter
SESS-001355,CUST-0373,/cart,scroll,2024-04-01 15:40:39,tablet,Safari,twitter
SESS-001356,CUST-0458,/products/books,search,2024-03-28 10:27:06,desktop,Samsung Internet,google
SESS-001357,CUST-0418,/checkout,page_view,2024-09-06 12:13:47,mobile,Edge,direct
SESS-001358,CUST-0404,/products/books,click,2024-04-18 00:08:21,desktop,Safari,email_campaign
SESS-001359,CUST-0091,/products/clothing,page_view,2024-12-26 21:01:48,desktop,Edge,email_campaign
SESS-001360,CUST-0111,/products/home,click,2024-10-08 23:12:01,mobile,Chrome,affiliate
SESS-001361,,/account/orders,add_to_cart,2024-05-25 00:37:56,tablet,Safari,instagram
SESS-001362,CUST-0042,/blog,click,2024-02-11 17:02:49,desktop,Safari,tiktok
SESS-001363,CUST-0219,/account,scroll,2024-10-02 11:59:59,mobile,Firefox,affiliate
SESS-001364,,/products,page_view,2024-05-13 09:00:31,mobile,Firefox,
SESS-001365,CUST-0295,/contact,add_to_cart,2024-01-08 09:24:46,mobile,Safari,tiktok
SESS-001366,CUST-0442,/checkout/confirmation,page_view,2024-11-09 02:47:34,desktop,Edge,bing
SESS-001367,,/account/wishlist,video_play,2024-01-06 02:46:22,desktop,Safari,instagram
SESS-001368,CUST-0246,/cart,page_view,2024-05-26 13:12:36,tablet,Chrome,affiliate
SESS-001369,CUST-0326,/faq,video_play,2024-05-14 23:05:07,mobile,Edge,affiliate
SESS-001370,CUST-0263,/account/wishlist,begin_checkout,2024-01-11 13:25:48,desktop,Edge,email_campaign
SESS-001371,,/contact,page_view,2024-09-01 19:40:10,mobile,Chrome,tiktok
SESS-001372,CUST-0123,/account/orders,page_view,2024-03-07 22:44:45,mobile,Samsung Internet,instagram
SESS-001373,CUST-0062,/blog,page_view,2024-12-31 12:18:22,desktop,Chrome,
SESS-001374,CUST-0041,/products/sports,purchase,2024-07-01 02:53:26,desktop,Chrome,instagram
SESS-001375,,/products/clothing,begin_checkout,2024-02-05 15:07:40,mobile,Safari,facebook
SESS-001376,CUST-0223,/blog,click,2024-09-04 12:59:02,desktop,Safari,direct
SESS-001377,CUST-0293,/contact,click,2024-07-17 02:11:49,mobile,Safari,direct
SESS-001378,CUST-0428,/faq,search,2024-09-09 02:15:18,tablet,Chrome,direct
SESS-001379,,/products/home,search,2024-01-01 08:10:22,mobile,Chrome,google
SESS-001380,,/account/wishlist,purchase,2024-12-09 11:11:07,tablet,Chrome,email_campaign
SESS-001381,,/products,click,2024-06-19 04:00:29,mobile,Chrome,
SESS-001382,CUST-0292,/search,page_view,2024-11-23 12:51:41,mobile,Chrome,google
SESS-001383,CUST-0368,/faq,click,2024-10-17 08:02:26,mobile,Safari,affiliate
SESS-001384,,/products/books,page_view,2024-06-18 20:30:04,desktop,Samsung Internet,tiktok
SESS-001385,CUST-0495,/blog,search,2024-11-15 23:15:40,mobile,Samsung Internet,google
SESS-001386,CUST-0194,/products,purchase,2024-01-11 14:53:24,desktop,Chrome,instagram
SESS-001387,CUST-0485,/about,begin_checkout,2024-10-28 06:49:17,tablet,Safari,direct
SESS-001388,CUST-0252,/account,video_play,2024-05-27 13:14:04,mobile,Edge,direct
SESS-001389,CUST-0171,/faq,page_view,2024-04-07 08:47:50,tablet,Safari,tiktok
SESS-001390,,/checkout,purchase,2024-12-26 06:53:47,tablet,Edge,tiktok
SESS-001391,CUST-0342,/products/home,scroll,2024-07-11 03:46:57,mobile,Samsung Internet,twitter
SESS-001392,CUST-0236,/blog,page_view,2024-12-14 12:10:40,tablet,Firefox,bing
SESS-001393,CUST-0063,/products/sports,scroll,2024-08-07 21:53:49,desktop,Chrome,instagram
SESS-001394,,/checkout/confirmation,page_view,2024-06-21 05:05:57,desktop,Chrome,tiktok
SESS-001395,CUST-0237,/returns,scroll,2024-05-11 23:23:39,tablet,Samsung Internet,bing
SESS-001396,CUST-0246,/products/electronics,page_view,2024-01-06 07:59:29,mobile,Safari,tiktok
SESS-001397,,/search,search,2024-07-12 11:56:01,desktop,Chrome,direct
SESS-001398,,/search,begin_checkout,2024-05-27 16:44:06,mobile,Chrome,email_campaign
SESS-001399,CUST-0020,/account/wishlist,begin_checkout,2024-02-20 19:43:49,desktop,Safari,email_campaign
SESS-001400,CUST-0248,/products/home,click,2024-05-03 12:14:07,desktop,Samsung Internet,
SESS-001401,,/checkout,click,2024-01-12 11:02:59,mobile,Firefox,google
SESS-001402,CUST-0180,/products/electronics,begin_checkout,2024-12-19 05:00:38,desktop,Firefox,affiliate
SESS-001403,CUST-0073,/contact,click,2024-07-08 08:01:46,mobile,Safari,tiktok
SESS-001404,CUST-0448,/,remove_from_cart,2024-06-07 01:49:55,desktop,Safari,bing
SESS-001405,CUST-0124,/contact,video_play,2024-06-03 18:19:17,tablet,Chrome,affiliate
SESS-001406,CUST-0408,/account/wishlist,begin_checkout,2024-05-04 10:10:06,mobile,Samsung Internet,affiliate
SESS-001407,CUST-0086,/about,scroll,2024-01-05 05:36:39,desktop,Edge,facebook
SESS-001408,CUST-0474,/checkout/payment,search,2024-11-28 20:42:15,mobile,Safari,bing
SESS-001409,,/,purchase,2024-09-29 08:44:15,desktop,Chrome,affiliate
SESS-001410,CUST-0033,/account/orders,search,2024-05-02 04:18:42,mobile,Samsung Internet,affiliate
SESS-001411,,/account,page_view,2024-08-07 06:49:21,desktop,Chrome,tiktok
SESS-001412,CUST-0351,/account/orders,click,2024-03-01 04:41:09,mobile,Safari,direct
SESS-001413,CUST-0389,/products/books,search,2024-08-13 23:09:20,mobile,Firefox,facebook
SESS-001414,CUST-0432,/checkout,search,2024-07-01 18:29:13,tablet,Chrome,
SESS-001415,CUST-0429,/checkout/confirmation,begin_checkout,2024-02-25 04:07:17,desktop,Edge,twitter
SESS-001416,,/products/home,begin_checkout,2024-01-03 11:29:00,desktop,Chrome,facebook
SESS-001417,,/products,video_play,2024-03-16 00:13:22,mobile,Chrome,direct
SESS-001418,,/account,page_view,2024-12-04 05:59:31,desktop,Safari,facebook
SESS-001419,CUST-0306,/returns,page_view,2024-11-17 06:10:26,mobile,Samsung Internet,facebook
SESS-001420,,/cart,page_view,2024-03-15 17:55:15,desktop,Safari,bing
SESS-001421,,/blog,begin_checkout,2024-01-21 02:01:25,desktop,Samsung Internet,instagram
SESS-001422,CUST-0220,/checkout,search,2024-12-18 17:05:44,mobile,Chrome,twitter
SESS-001423,CUST-0284,/checkout/confirmation,search,2024-12-28 22:46:09,mobile,Firefox,tiktok
SESS-001424,,/checkout/confirmation,video_play,2024-09-13 17:44:27,desktop,Chrome,tiktok
SESS-001425,,/contact,page_view,2024-05-31 18:40:18,desktop,Chrome,direct
SESS-001426,,/products,begin_checkout,2024-08-11 10:59:38,mobile,Safari,instagram
SESS-001427,CUST-0361,/products,click,2024-12-05 08:08:01,mobile,Chrome,bing
SESS-001428,CUST-0347,/account,add_to_cart,2024-05-27 20:47:14,desktop,Safari,twitter
SESS-001429,CUST-0261,/checkout/payment,click,2024-07-12 10:08:35,mobile,Samsung Internet,
SESS-001430,,/products/books,video_play,2024-04-17 02:14:17,desktop,Chrome,direct
SESS-001431,CUST-0358,/,click,2024-07-01 11:14:50,mobile,Safari,tiktok
SESS-001432,CUST-0178,/products/electronics,purchase,2024-09-28 20:56:04,desktop,Safari,tiktok
SESS-001433,CUST-0285,/products/sports,video_play,2024-12-07 16:47:16,mobile,Safari,facebook
SESS-001434,CUST-0491,/cart,purchase,2024-11-05 17:38:57,mobile,Safari,
SESS-001435,CUST-0114,/contact,purchase,2024-07-10 23:30:34,desktop,Edge,bing
SESS-001436,CUST-0118,/products/electronics,page_view,2024-04-28 03:53:19,tablet,Samsung Internet,instagram
SESS-001437,CUST-0228,/cart,scroll,2024-12-26 22:18:28,mobile,Chrome,tiktok
SESS-001438,CUST-0393,/products/clothing,page_view,2024-03-22 03:50:07,mobile,Chrome,google
SESS-001439,CUST-0177,/products,click,2024-09-18 08:07:32,mobile,Chrome,direct
SESS-001440,CUST-0478,/blog,search,2024-04-30 06:02:14,mobile,Edge,bing
SESS-001441,CUST-0055,/account/orders,scroll,2024-05-19 07:42:54,desktop,Chrome,affiliate
SESS-001442,CUST-0128,/checkout,add_to_cart,2024-05-17 19:47:19,tablet,Samsung Internet,tiktok
SESS-001443,CUST-0341,/account/orders,page_view,2024-09-26 17:51:54,desktop,Chrome,
SESS-001444,CUST-0252,/products,page_view,2024-11-08 14:04:20,mobile,Firefox,tiktok
SESS-001445,CUST-0397,/returns,remove_from_cart,2024-02-09 04:48:57,tablet,Edge,facebook
SESS-001446,CUST-0306,/faq,add_to_cart,2024-01-20 19:01:27,tablet,Chrome,bing
SESS-001447,CUST-0403,/returns,page_view,2024-04-07 17:58:01,mobile,Samsung Internet,
SESS-001448,,/account/orders,remove_from_cart,2024-03-08 00:12:54,mobile,Safari,direct
SESS-001449,,/products/sports,remove_from_cart,2024-10-03 08:28:05,desktop,Edge,twitter
SESS-001450,,/account,video_play,2024-07-27 00:03:10,mobile,Samsung Internet,email_campaign
SESS-001451,CUST-0251,/cart,page_view,2024-06-27 20:40:27,mobile,Chrome,email_campaign
SESS-001452,CUST-0274,/checkout/confirmation,purchase,2024-02-09 23:50:55,mobile,Safari,email_campaign
SESS-001453,,/checkout/confirmation,page_view,2024-02-02 12:56:24,desktop,Chrome,google
SESS-001454,CUST-0435,/faq,click,2024-08-31 16:54:55,desktop,Chrome,bing
SESS-001455,CUST-0107,/search,search,2024-07-13 10:49:22,tablet,Firefox,affiliate
SESS-001456,CUST-0418,/products/books,scroll,2024-12-16 17:22:44,mobile,Firefox,direct
SESS-001457,CUST-0009,/products,click,2024-08-13 11:47:13,tablet,Chrome,bing
SESS-001458,,/products/electronics,page_view,2024-05-22 14:46:24,mobile,Firefox,tiktok
SESS-001459,CUST-0376,/cart,scroll,2024-07-01 19:15:32,mobile,Samsung Internet,google
SESS-001460,CUST-0226,/returns,click,2024-11-29 19:09:30,mobile,Chrome,
SESS-001461,,/account/wishlist,page_view,2024-08-29 08:43:58,mobile,Chrome,email_campaign
SESS-001462,,/contact,click,2024-06-20 13:23:07,desktop,Safari,affiliate
SESS-001463,,/products,remove_from_cart,2024-10-22 16:53:37,mobile,Chrome,bing
SESS-001464,CUST-0380,/checkout,page_view,2024-01-04 09:50:26,mobile,Edge,google
SESS-001465,CUST-0313,/about,click,2024-06-26 15:47:06,mobile,Chrome,tiktok
SESS-001466,CUST-0248,/products/clothing,page_view,2024-11-29 09:58:19,mobile,Chrome,twitter
SESS-001467,CUST-0215,/returns,add_to_cart,2024-03-28 00:16:54,mobile,Chrome,direct
SESS-001468,CUST-0353,/account/orders,remove_from_cart,2024-09-13 04:25:34,desktop,Safari,email_campaign
SESS-001469,,/products/sports,scroll,2024-08-28 11:50:03,desktop,Safari,affiliate
SESS-001470,CUST-0358,/cart,video_play,2024-09-14 13:46:47,mobile,Chrome,
SESS-001471,CUST-0114,/products,search,2024-08-29 08:36:25,desktop,Chrome,instagram
SESS-001472,,/account/orders,video_play,2024-04-15 23:10:20,mobile,Chrome,
SESS-001473,CUST-0379,/faq,click,2024-07-24 14:03:19,mobile,Chrome,direct
SESS-001474,CUST-0418,/products/sports,page_view,2024-05-24 08:07:50,desktop,Samsung Internet,facebook
SESS-001475,CUST-0255,/account/orders,scroll,2024-08-11 19:57:35,mobile,Firefox,direct
SESS-001476,,/products/electronics,purchase,2024-06-03 18:27:20,tablet,Samsung Internet,bing
SESS-001477,CUST-0452,/,remove_from_cart,2024-11-03 10:04:06,mobile,Samsung Internet,instagram
SESS-001478,,/about,add_to_cart,2024-07-17 02:19:16,desktop,Chrome,direct
SESS-001479,,/products/books,click,2024-07-01 14:40:39,mobile,Samsung Internet,google
SESS-001480,CUST-0255,/products/sports,page_view,2024-06-08 23:27:31,mobile,Safari,affiliate
SESS-001481,CUST-0081,/checkout/payment,video_play,2024-08-18 15:18:38,desktop,Edge,email_campaign
SESS-001482,,/faq,page_view,2024-02-23 20:17:41,mobile,Safari,twitter
SESS-001483,CUST-0397,/,scroll,2024-04-24 07:41:44,mobile,Safari,twitter
SESS-001484,CUST-0216,/products/home,remove_from_cart,2024-07-26 04:40:28,tablet,Chrome,bing
SESS-001485,CUST-0344,/checkout/confirmation,page_view,2024-06-18 15:49:31,mobile,Chrome,direct
SESS-001486,CUST-0259,/checkout,purchase,2024-09-21 10:19:57,desktop,Chrome,google
SESS-001487,CUST-0418,/cart,purchase,2024-05-06 13:27:46,mobile,Firefox,twitter
SESS-001488,CUST-0322,/contact,begin_checkout,2024-04-25 15:14:15,desktop,Chrome,facebook
SESS-001489,CUST-0130,/products/clothing,begin_checkout,2024-10-30 03:38:43,mobile,Chrome,google
SESS-001490,CUST-0292,/account/orders,video_play,2024-07-19 02:50:16,desktop,Safari,bing
SESS-001491,CUST-0241,/checkout,click,2024-02-21 21:12:05,desktop,Samsung Internet,instagram
SESS-001492,CUST-0450,/products/clothing,click,2024-05-22 14:20:45,desktop,Samsung Internet,twitter
SESS-001493,CUST-0457,/checkout/confirmation,click,2024-12-22 21:30:00,desktop,Chrome,google
SESS-001494,,/account/wishlist,remove_from_cart,2024-02-12 05:12:22,tablet,Chrome,twitter
SESS-001495,CUST-0243,/faq,purchase,2024-05-22 19:54:50,mobile,Samsung Internet,direct
SESS-001496,CUST-0054,/blog,video_play,2024-03-20 20:38:51,desktop,Firefox,instagram
SESS-001497,CUST-0220,/products,page_view,2024-09-13 01:14:30,tablet,Samsung Internet,twitter
SESS-001498,,/products/books,click,2024-03-29 05:13:53,desktop,Safari,google
SESS-001499,CUST-0099,/products/sports,begin_checkout,2024-10-13 22:36:16,mobile,Safari,bing
SESS-001500,CUST-0234,/account/orders,click,2024-04-08 01:43:40,mobile,Edge,direct
SESS-001501,CUST-0111,/products,click,2030-12-07 12:00:00,mobile,Safari,instagram
SESS-001502,,/cart,purchase,2024-11-06 13:04:16,mobile,Safari,email_campaign
SESS-001503,CUST-0458,/faq,page_view,2024-07-01 10:30:56,desktop,Chrome,facebook
SESS-001504,CUST-0021,/returns,page_view,2024-07-19 00:41:03,tablet,Chrome,direct
SESS-001505,CUST-0192,/products/clothing,add_to_cart,2024-07-10 21:23:58,mobile,Firefox,tiktok
SESS-001506,CUST-0481,/products/clothing,begin_checkout,2024-01-06 22:00:14,tablet,Edge,twitter
SESS-001507,CUST-0228,/contact,remove_from_cart,2024-05-20 20:00:05,desktop,Chrome,google
SESS-001508,CUST-0211,/products/books,video_play,2024-08-20 15:10:35,mobile,Safari,
SESS-001509,CUST-0386,/about,search,2024-04-28 07:16:35,mobile,Chrome,facebook
SESS-001510,CUST-0453,/products,page_view,2024-05-25 21:59:23,desktop,Firefox,bing
SESS-001511,,/search,click,2024-12-12 12:09:21,mobile,Chrome,facebook
SESS-001512,,/checkout,search,2024-02-11 15:19:11,tablet,Chrome,google
SESS-001513,CUST-0191,/,click,2024-09-20 09:53:52,mobile,Edge,instagram
SESS-001514,CUST-0285,/products/clothing,page_view,2030-01-12 12:00:00,mobile,Firefox,google
SESS-001515,,/account,remove_from_cart,2024-10-05 00:45:17,mobile,Samsung Internet,
SESS-001516,CUST-0272,/account,click,2024-01-07 01:07:12,desktop,Chrome,twitter
SESS-001517,,/products/books,search,2024-01-20 20:07:30,desktop,Firefox,affiliate
SESS-001518,,/returns,click,1970-01-01 00:00:00,desktop,Chrome,
SESS-001519,,/account/wishlist,click,2024-01-30 15:03:24,tablet,Edge,facebook
SESS-001520,,/account/wishlist,remove_from_cart,2024-12-06 04:10:27,desktop,Samsung Internet,email_campaign
SESS-001521,CUST-0136,/checkout/payment,click,2024-02-29 18:40:11,tablet,Edge,tiktok
SESS-001522,CUST-0092,/products/books,page_view,2024-11-17 19:02:42,desktop,Chrome,
SESS-001523,,/account,remove_from_cart,2024-06-10 15:39:00,mobile,Safari,facebook
SESS-001524,,/faq,page_view,2024-06-09 09:44:20,tablet,Safari,affiliate
SESS-001525,CUST-0159,/checkout/confirmation,page_view,2024-06-07 15:18:37,desktop,Chrome,affiliate
SESS-001526,,/search,begin_checkout,2024-04-20 15:29:48,tablet,Samsung Internet,bing
SESS-001527,CUST-0102,/blog,click,2024-06-15 11:42:14,tablet,Chrome,
SESS-001528,CUST-0154,/about,page_view,2024-12-08 02:32:40,desktop,Samsung Internet,google
SESS-001529,,/products/home,page_view,2024-10-30 02:10:43,tablet,Safari,facebook
SESS-001530,CUST-0488,/products,page_view,2024-08-23 14:37:27,tablet,Chrome,bing
SESS-001531,CUST-0169,/account/wishlist,scroll,2024-11-26 12:41:42,desktop,Samsung Internet,affiliate
SESS-001532,,/blog,click,2024-06-22 01:42:54,tablet,Samsung Internet,twitter
SESS-001533,CUST-0137,/account/orders,purchase,2024-12-21 15:47:19,mobile,Chrome,facebook
SESS-001534,CUST-0135,/returns,page_view,2024-05-24 21:46:18,mobile,Firefox,bing
SESS-001535,,/search,purchase,2024-11-29 08:08:16,mobile,Safari,direct
SESS-001536,CUST-0001,/products/electronics,page_view,2024-10-04 03:24:04,desktop,Chrome,google
SESS-001537,,/products/books,video_play,2024-02-21 23:16:19,desktop,Chrome,
SESS-001538,CUST-0190,/search,click,2024-06-08 06:19:00,tablet,Safari,facebook
SESS-001539,CUST-0350,/contact,video_play,2024-07-02 15:54:18,mobile,Samsung Internet,facebook
SESS-001540,,/search,click,2024-09-26 21:49:26,tablet,Edge,direct
SESS-001541,CUST-0452,/about,click,2024-06-29 17:29:14,bot,Bingbot,facebook
SESS-001542,,/checkout/payment,scroll,2024-06-03 13:32:23,mobile,Edge,google
SESS-001543,,/search,remove_from_cart,2024-03-19 15:48:19,desktop,Safari,email_campaign
SESS-001544,CUST-0217,/faq,video_play,2024-05-14 09:24:46,desktop,Safari,bing
SESS-001545,,/about,click,2024-02-19 18:53:28,mobile,Chrome,google
SESS-001546,,/cart,click,2024-10-28 16:00:59,mobile,Safari,direct
SESS-001547,,/contact,click,2024-12-21 06:29:16,desktop,Firefox,facebook
SESS-001548,CUST-0118,/account/wishlist,purchase,2024-10-23 01:17:12,tablet,Chrome,twitter
SESS-001549,CUST-0500,/returns,click,2024-07-14 09:09:15,mobile,Chrome,
SESS-001550,CUST-0397,/checkout/payment,click,2024-03-07 01:00:01,tablet,Safari,instagram
SESS-001551,CUST-0204,/products,video_play,2024-10-06 22:06:44,mobile,Safari,google
SESS-001552,CUST-0247,/account/wishlist,page_view,2024-02-27 07:49:04,mobile,Firefox,instagram
SESS-001553,,/products/sports,page_view,2024-11-13 05:44:13,desktop,Chrome,email_campaign
SESS-001554,CUST-0151,/account/orders,click,2024-03-01 22:06:15,mobile,Safari,bing
SESS-001555,,/cart,page_view,2024-05-12 17:58:42,tablet,Chrome,bing
SESS-001556,CUST-0484,/checkout/confirmation,purchase,2024-07-26 20:17:59,mobile,Chrome,affiliate
SESS-001557,,/checkout,purchase,2024-07-06 02:19:18,desktop,Firefox,affiliate
SESS-001558,,/cart,search,2024-05-05 19:57:39,desktop,Chrome,email_campaign
SESS-001559,CUST-0219,/about,click,2024-08-28 18:26:25,desktop,Edge,instagram
SESS-001560,,/products/electronics,video_play,2024-04-10 14:35:23,desktop,Safari,tiktok
SESS-001561,,/contact,click,2024-09-28 23:14:09,mobile,Chrome,google
SESS-001562,,/account/wishlist,page_view,2024-11-26 04:19:45,tablet,Chrome,facebook
SESS-001563,CUST-0365,/checkout,purchase,2024-09-25 11:06:43,bot,Googlebot,
SESS-001564,,/account/wishlist,click,2024-08-11 23:51:32,mobile,Chrome,facebook
SESS-001565,CUST-0037,/faq,purchase,2024-11-03 13:18:44,desktop,Chrome,instagram
SESS-001566,CUST-0063,/checkout/payment,purchase,2024-08-10 19:26:40,tablet,Samsung Internet,affiliate
SESS-001567,,/products/sports,purchase,2024-08-27 16:39:21,mobile,Chrome,twitter
SESS-001568,CUST-0168,/,begin_checkout,2024-03-31 02:12:50,desktop,Safari,google
SESS-001569,CUST-0225,/checkout/confirmation,click,2024-10-16 12:17:24,tablet,Samsung Internet,tiktok
SESS-001570,CUST-0170,/contact,add_to_cart,2024-07-18 21:22:31,tablet,Chrome,twitter
SESS-001571,CUST-0053,/checkout,purchase,2024-01-09 18:00:47,mobile,Chrome,
SESS-001572,CUST-0044,/products/books,click,2024-02-21 08:24:18,mobile,Firefox,affiliate
SESS-001573,CUST-0380,/products/books,begin_checkout,2024-01-17 07:10:39,mobile,Edge,direct
SESS-001574,CUST-0077,/checkout/payment,click,2024-09-10 17:33:21,mobile,Safari,email_campaign
SESS-001575,CUST-0053,/products/sports,scroll,2024-02-06 08:04:05,desktop,Chrome,bing
SESS-001576,,/checkout,scroll,2024-10-30 03:12:27,tablet,Samsung Internet,bing
SESS-001577,,/search,remove_from_cart,2024-05-24 19:46:26,tablet,Safari,email_campaign
SESS-001578,,/faq,search,2024-12-25 19:49:02,desktop,Chrome,tiktok
SESS-001579,CUST-0125,/checkout/confirmation,page_view,2024-12-12 14:40:26,desktop,Chrome,email_campaign
SESS-001580,CUST-0370,/account/orders,click,2024-02-17 02:46:04,mobile,Safari,tiktok
SESS-001581,CUST-0010,/products/sports,scroll,2024-05-28 21:54:51,desktop,Chrome,email_campaign
SESS-001582,CUST-0323,/products/electronics,page_view,2024-10-26 12:45:50,desktop,Firefox,facebook
SESS-001583,CUST-0454,/products/electronics,search,2024-04-19 15:53:41,mobile,Safari,email_campaign
SESS-001584,,/account/wishlist,click,2024-01-23 16:48:47,mobile,Chrome,direct
SESS-001585,CUST-0476,/products/electronics,page_view,2024-08-15 17:51:15,tablet,Chrome,twitter
SESS-001586,,/products/sports,video_play,2024-06-14 01:22:16,tablet,Edge,email_campaign
SESS-001587,CUST-0089,/checkout/payment,scroll,2024-10-02 01:37:33,mobile,Samsung Internet,email_campaign
SESS-001588,CUST-0484,/account/orders,begin_checkout,2024-04-01 11:40:46,desktop,Firefox,google
SESS-001589,,/products/home,begin_checkout,2024-09-22 10:40:25,desktop,Chrome,bing
SESS-001590,CUST-0479,/products/electronics,begin_checkout,2024-06-21 11:33:24,mobile,Safari,google
SESS-001591,,/about,search,2024-02-04 05:56:28,tablet,Safari,tiktok
SESS-001592,CUST-0143,/about,page_view,2030-11-06 12:00:00,tablet,Chrome,direct
SESS-001593,CUST-0216,/checkout,purchase,2024-06-26 02:20:40,mobile,Chrome,direct
SESS-001594,,/products/books,page_view,2024-05-18 09:08:44,mobile,Firefox,google
SESS-001595,CUST-0449,/account/wishlist,begin_checkout,2024-06-23 01:06:11,tablet,Chrome,instagram
SESS-001596,,/checkout/confirmation,begin_checkout,2024-12-20 09:09:23,desktop,Chrome,twitter
SESS-001597,CUST-0495,/checkout/confirmation,purchase,2024-08-18 03:44:47,mobile,Safari,
SESS-001598,CUST-0307,/checkout/payment,click,2024-11-09 18:42:03,mobile,Samsung Internet,instagram
SESS-001599,CUST-0077,/account,remove_from_cart,2024-02-15 15:16:03,mobile,Safari,twitter
SESS-001600,,/products/sports,click,2024-10-19 22:16:33,mobile,Chrome,facebook
SESS-001601,,/products,click,2024-07-23 11:21:50,tablet,Chrome,facebook
SESS-001602,CUST-0388,/account/orders,click,2024-09-29 21:03:46,mobile,Chrome,twitter
SESS-001603,,/account/orders,add_to_cart,2024-01-05 01:44:23,mobile,Samsung Internet,direct
SESS-001604,,/checkout,click,2024-03-27 02:59:37,desktop,Safari,
SESS-001605,,/blog,page_view,2024-05-15 06:53:48,tablet,Chrome,twitter
SESS-001606,CUST-0171,/contact,search,2024-08-09 13:27:52,bot,AhrefsBot,bing
SESS-001607,CUST-0435,/about,add_to_cart,2024-01-11 04:46:13,desktop,Firefox,facebook
SESS-001608,,/products/clothing,video_play,2024-09-09 13:40:03,desktop,Chrome,bing
SESS-001609,CUST-0385,/contact,video_play,2024-05-02 16:07:24,bot,AhrefsBot,affiliate
