order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI-001132,ORD-01641,PROD-0098,1,31.09,0
OI-001133,ORD-02880,PROD-0089,1,260.69,20
OI-001134,ORD-02880,PROD-0047,3,448.14,5
OI-001135,ORD-01728,PROD-0056,2,144.92,15
OI-001136,ORD-01728,PROD-0024,3,66.08,20
OI-001137,ORD-02357,PROD-0061,3,132.2,0
OI-001138,ORD-02357,PROD-0073,1,210.48,0
OI-001139,ORD-01506,PROD-0090,1,41.95,0
OI-001140,ORD-01506,PROD-0034,1,63.38,15
OI-001141,ORD-01506,PROD-0125,1,194.29,0
OI-001142,ORD-02709,PROD-0033,1,137.4,15
OI-001143,ORD-01986,PROD-0039,0,451.33,5
OI-001144,ORD-01986,PROD-0108,1,260.01,0
OI-001145,ORD-01986,PROD-0133,5,551.6,0
OI-001146,ORD-01203,PROD-0003,1,63.73,0
OI-001147,ORD-00621,PROD-0080,1,343.62,-5
OI-001148,ORD-00551,PROD-0095,3,80.26,10
OI-001149,ORD-00778,PROD-0042,1,187.73,20
OI-001150,ORD-02723,PROD-0392,10,118.66,0
OI-001151,ORD-01788,PROD-0125,3,218.5,0
OI-001152,ORD-01788,PROD-0042,1,177.4,0
OI-001153,ORD-01788,PROD-0101,2,596.04,20
OI-001154,ORD-01089,PROD-0111,1,379.78,5
OI-001155,ORD-01770,PROD-0043,1,154.18,25
OI-001156,ORD-01770,PROD-0008,3,251.75,0
OI-001157,ORD-01818,PROD-0075,3,37.76,10
OI-001158,ORD-01818,PROD-0113,5,65.49,0
OI-001159,ORD-01818,PROD-0144,5,10.95,20
OI-001160,ORD-01246,PROD-0121,1,7.94,0
OI-001161,ORD-01246,PROD-0066,1,83.82,10
OI-001162,ORD-01246,PROD-0041,1,40.51,0
OI-001163,ORD-02138,PROD-0051,1,22.92,0
OI-001164,ORD-02356,PROD-0086,1,95.48,0
OI-001165,ORD-01948,PROD-0048,2,86.38,20
OI-001166,ORD-01401,PROD-0100,1,28.16,0
OI-001167,ORD-00032,PROD-0115,1,236.59,5
OI-001168,ORD-00032,PROD-0027,1,465.83,25
OI-001169,ORD-01191,PROD-0091,1,491.05,10
OI-001170,ORD-01191,PROD-0072,2,197.64,0
OI-001171,ORD-00547,PROD-0085,4,67.17,0
OI-001172,ORD-00547,PROD-0079,1,46.28,0
OI-001173,ORD-00547,PROD-0004,4,237.29,-16
OI-001174,ORD-01165,PROD-0028,1,306.67,0
OI-001175,ORD-01165,PROD-0048,5,93.13,10
OI-001176,ORD-01707,PROD-0032,3,481.86,0
OI-001177,ORD-01707,PROD-0053,3,51.82,15
OI-001178,ORD-00330,PROD-0057,4,45.97,15
OI-001179,ORD-00423,PROD-0027,2,439.34,0
OI-001180,ORD-00423,PROD-0017,2,19.21,0
OI-001181,ORD-00423,PROD-0149,1,52.04,0
OI-001182,ORD-00423,PROD-0072,1,195.61,30
OI-001183,ORD-00173,PROD-0112,1,146.09,0
OI-001184,ORD-00965,PROD-0096,1,18.72,20
OI-001185,ORD-00965,PROD-0047,2,477.34,0
OI-001186,ORD-01141,PROD-0011,1,5.82,0
OI-001187,ORD-01141,PROD-0104,3,183.32,20
OI-001188,ORD-01141,PROD-0079,1,41.47,5
OI-001189,ORD-01141,PROD-0130,1,79.3,5
OI-001190,ORD-01812,PROD-0023,2,14.98,5
OI-001191,ORD-00407,PROD-0114,1,200.99,0
OI-001192,ORD-00371,PROD-0068,1,26.02,5
OI-001193,ORD-00371,PROD-0144,1,9.84,30
OI-001194,ORD-00371,PROD-0044,1,381.51,0
OI-001195,ORD-00371,PROD-0089,1,315.24,25
OI-001196,ORD-00371,PROD-0079,1,39.75,5
OI-001197,ORD-02812,PROD-0046,1,169.16,0
OI-001198,ORD-02812,PROD-0069,1,7.86,0
OI-001199,ORD-02349,PROD-0027,1,399.14,0
OI-001200,ORD-02349,PROD-0068,4,27.51,10
OI-001201,ORD-02758,PROD-0048,2,87.91,0
OI-001202,ORD-01711,PROD-0140,1,182.32,0
OI-001203,ORD-01338,PROD-0022,1,157.15,0
OI-001204,ORD-02522,PROD-0087,1,223.65,5
OI-001205,ORD-02522,PROD-0146,1,596.12,0
OI-001206,ORD-02522,PROD-0051,2,25.12,0
OI-001207,ORD-02178,PROD-0034,4,65.68,5
OI-001208,ORD-02178,PROD-0094,1,72.63,0
OI-001209,ORD-02178,PROD-0045,1,45.96,0
OI-001210,ORD-02178,PROD-0019,4,295.17,0
OI-001211,ORD-00960,PROD-0004,1,263.72,0
OI-001212,ORD-00960,PROD-0215,1,92.73,0
OI-001213,ORD-00516,PROD-0139,1,119.09,10
OI-001214,ORD-00516,PROD-0040,5,44.76,5
OI-001215,ORD-01959,PROD-0064,2,339.14,0
OI-001216,ORD-00164,PROD-0045,1,48.35,0
OI-001217,ORD-02240,PROD-0041,1,41.91,0
OI-001218,ORD-02240,PROD-0072,1,164.74,10
OI-001219,ORD-02300,PROD-0001,1,34.69,20
OI-001220,ORD-02537,PROD-0108,1,246.87,0
OI-001221,ORD-02537,PROD-0140,2,192.25,0
OI-001222,ORD-02537,PROD-0116,1,265.06,30
OI-001223,ORD-02537,PROD-0085,2,60.81,0
OI-001224,ORD-02537,PROD-0122,1,775.39,0
OI-001225,ORD-02389,PROD-0063,2,111.57,0
OI-001226,ORD-02389,PROD-0130,1,78.27,0
OI-001227,ORD-02389,PROD-0145,1,154.54,0
OI-001228,ORD-02389,PROD-0132,4,290.07,0
OI-001229,ORD-02117,PROD-0097,1,129.41,0
OI-001230,ORD-02819,PROD-0016,1,979.38,0
OI-001231,ORD-02819,PROD-0143,2,44.55,-12
OI-001232,ORD-02819,PROD-0106,1,28.06,0
OI-001233,ORD-00312,PROD-0008,1,223.35,0
OI-001234,ORD-00312,PROD-0003,2,66.73,0
OI-001235,ORD-00312,PROD-0027,2,479.52,0
OI-001236,ORD-00312,PROD-0129,1,103.25,0
OI-001237,ORD-00312,PROD-0121,3,6.87,20
OI-001238,ORD-00614,PROD-0094,1,71.8,0
OI-001239,ORD-00614,PROD-0003,2,71.59,10
OI-001240,ORD-00614,PROD-0087,10,212.93,5
OI-001241,ORD-00614,PROD-0014,0,13.93,0
OI-001242,ORD-00868,PROD-0018,2,289.36,0
OI-001243,ORD-00061,PROD-0096,1,19.79,0
OI-001244,ORD-00061,PROD-0100,3,26.58,0
OI-001245,ORD-02974,PROD-0099,2,953.23,0
OI-001246,ORD-00562,PROD-0041,3,41.99,25
OI-001247,ORD-00968,PROD-0030,2,407.08,0
OI-001248,ORD-01599,PROD-0058,5,46.5,0
OI-001249,ORD-01599,PROD-0145,4,144.58,15
OI-001250,ORD-01280,PROD-0006,2,30.45,25
OI-001251,ORD-01280,PROD-0051,1,23.97,15
OI-001252,ORD-01280,PROD-0011,1,5.56,15
OI-001253,ORD-00812,PROD-0015,1,280.4,0
OI-001254,ORD-00812,PROD-0019,2,321.26,0
OI-001255,ORD-02324,PROD-0098,10,35.33,5
OI-001256,ORD-01806,PROD-0034,1,65.58,0
OI-001257,ORD-01806,PROD-0085,3,57.22,0
OI-001258,ORD-01806,PROD-0068,2,27.06,5
OI-001259,ORD-02560,PROD-0136,1,712.66,0
OI-001260,ORD-02560,PROD-0100,1,27.78,0
OI-001261,ORD-02560,PROD-0101,0,606.69,0
OI-001262,ORD-02560,PROD-0077,1,38.96,0
OI-001263,ORD-01033,PROD-0073,3,198.34,0
OI-001264,ORD-01033,PROD-0070,1,338.72,0
OI-001265,ORD-02805,PROD-0042,2,162.48,0
OI-001266,ORD-02773,PROD-0065,0,22.36,0
OI-001267,ORD-02773,PROD-0059,1,153.54,5
OI-001268,ORD-01558,PROD-0096,2,17.5,10
OI-001269,ORD-00531,PROD-0056,3,144.82,0
OI-001270,ORD-02414,PROD-0123,2,49.54,0
OI-001271,ORD-02414,PROD-0124,1,16.38,10
OI-001272,ORD-01333,PROD-0104,4,176.29,0
OI-001273,ORD-01333,PROD-0003,5,73.39,0
OI-001274,ORD-01333,PROD-0108,1,251.74,0
OI-001275,ORD-01333,PROD-0116,1,249.3,0
OI-001276,ORD-02948,PROD-0145,2,130.99,5
OI-001277,ORD-02250,PROD-0009,3,185.27,5
OI-001278,ORD-00446,PROD-0003,4,70.48,15
OI-001279,ORD-00446,PROD-0083,1,164.83,0
OI-001280,ORD-00446,PROD-0021,2,153.41,10
OI-001281,ORD-00446,PROD-0004,5,234.86,0
OI-001282,ORD-02902,PROD-0038,1,307.62,0
OI-001283,ORD-02902,PROD-0147,2,17.08,0
OI-001284,ORD-00224,PROD-0040,1,40.27,0
OI-001285,ORD-00224,PROD-0107,3,506.46,20
OI-001286,ORD-00224,PROD-0094,1,65.28,0
OI-001287,ORD-00224,PROD-0125,4,205.29,0
OI-001288,ORD-01154,PROD-0095,2,73.57,10
OI-001289,ORD-00125,PROD-0139,1,124.93,0
OI-001290,ORD-00125,PROD-0020,4,419.18,5
OI-001291,ORD-02215,PROD-0077,2,44.28,0
OI-001292,ORD-02215,PROD-0047,1,486.72,0
OI-001293,ORD-00821,PROD-0001,1,28.96,10
OI-001294,ORD-00821,PROD-0073,5,200.59,0
OI-001295,ORD-02533,PROD-0070,2,350.4,0
OI-001296,ORD-01546,PROD-0067,1,256.85,10
OI-001297,ORD-01546,PROD-0034,1,67.98,5
OI-001298,ORD-01867,PROD-0090,3,44.34,0
OI-001299,ORD-01867,PROD-0260,1,75.19,0
OI-001300,ORD-02919,PROD-0141,1,31.67,0
OI-001301,ORD-02919,PROD-0054,1,40.68,25
OI-001302,ORD-02919,PROD-0088,2,52.99,0
OI-001303,ORD-02919,PROD-0048,2,87.13,0
OI-001304,ORD-02992,PROD-0089,5,281.69,0
OI-001305,ORD-01352,PROD-0089,2,299.5,15
OI-001306,ORD-01352,PROD-0149,3,43.03,5
OI-001307,ORD-01572,PROD-0114,2,189.83,20
OI-001308,ORD-01572,PROD-0145,1,151.84,0
OI-001309,ORD-00639,PROD-0019,2,312.37,5
OI-001310,ORD-00639,PROD-0134,1,33.17,10
OI-001311,ORD-01703,PROD-0108,1,269.4,-11
OI-001312,ORD-01703,PROD-0115,1,231.35,0
OI-001313,ORD-01703,PROD-0014,3,13.94,0
OI-001314,ORD-00409,PROD-0033,1,157.6,20
OI-001315,ORD-00409,PROD-0054,2,39.93,20
OI-001316,ORD-00409,PROD-0049,2,242.48,10
OI-001317,ORD-00409,PROD-0004,2,233.76,0
OI-001318,ORD-02198,PROD-0001,1,33.21,10
OI-001319,ORD-02198,PROD-0019,2,301.58,20
OI-001320,ORD-02468,PROD-0101,1,574.13,30
OI-001321,ORD-01120,PROD-0114,1,222.3,10
OI-001322,ORD-01120,PROD-0050,0,48.91,0
OI-001323,ORD-01277,PROD-0041,10,36.79,25
OI-001324,ORD-01356,PROD-0097,2,147.94,0
OI-001325,ORD-01356,PROD-0143,3,44.55,0
OI-001326,ORD-01356,PROD-0098,3,31.84,0
OI-001327,ORD-02916,PROD-0117,5,46.35,0
OI-001328,ORD-02916,PROD-0066,1,84.22,0
OI-001329,ORD-02916,PROD-0121,2,7.39,0
OI-001330,ORD-02511,PROD-0089,3,296.41,5
OI-001331,ORD-02756,PROD-0094,1,67.56,10
OI-001332,ORD-02756,PROD-0082,2,17.38,10
OI-001333,ORD-01669,PROD-0006,3,33.13,0
OI-001334,ORD-01669,PROD-0124,2,17.87,0
OI-001335,ORD-01669,PROD-0002,1,105.02,15
OI-001336,ORD-01669,PROD-0140,1,197.64,0
OI-001337,ORD-01669,PROD-0120,1,838.53,15
OI-001338,ORD-01871,PROD-0023,5,15.42,0
OI-001339,ORD-01871,PROD-0052,1,12.55,0
OI-001340,ORD-00077,PROD-0058,2,49.27,20
OI-001341,ORD-00077,PROD-0067,2,251.18,30
OI-001342,ORD-00077,PROD-0132,2,277.2,0
OI-001343,ORD-00077,PROD-0078,2,123.08,0
OI-001344,ORD-00077,PROD-0124,1,16.51,10
OI-001345,ORD-00137,PROD-0025,5,191.44,30
OI-001346,ORD-01580,PROD-0033,1,143.69,0
OI-001347,ORD-01580,PROD-0004,0,248.68,0
OI-001348,ORD-01580,PROD-0079,1,40.1,15
OI-001349,ORD-01580,PROD-0146,1,596.82,0
OI-001350,ORD-01580,PROD-0098,2,34.23,0
OI-001351,ORD-00195,PROD-0147,1,19.45,0
OI-001352,ORD-00195,PROD-0064,2,291.31,0
OI-001353,ORD-00195,PROD-0091,2,478.73,10
OI-001354,ORD-00401,PROD-0025,2,186.32,5
OI-001355,ORD-02616,PROD-0125,4,208.46,0
OI-001356,ORD-02484,PROD-0089,2,272.88,15
OI-001357,ORD-00904,PROD-0149,2,50.11,0
OI-001358,ORD-01327,PROD-0105,1,225.73,0
OI-001359,ORD-01327,PROD-0015,1,286.26,0
OI-001360,ORD-01327,PROD-0053,1,48.4,5
OI-001361,ORD-02516,PROD-0064,1,347.38,0
OI-001362,ORD-02516,PROD-0037,1,501.83,0
OI-001363,ORD-01978,PROD-0052,1,13.53,0
OI-001364,ORD-01398,PROD-0150,3,340.8,0
OI-001365,ORD-01398,PROD-0090,1,42.08,0
OI-001366,ORD-01398,PROD-0048,1,92.16,25
OI-001367,ORD-01961,PROD-0058,1,44.97,0
OI-001368,ORD-01961,PROD-0120,1,925.47,0
OI-001369,ORD-02851,PROD-0085,5,63.1,0
OI-001370,ORD-02851,PROD-0064,1,329.81,0
OI-001371,ORD-02385,PROD-0084,1,447.58,0
OI-001372,ORD-02385,PROD-0012,1,299.97,0
OI-001373,ORD-01096,PROD-0046,1,165.83,0
OI-001374,ORD-01096,PROD-0033,4,139.86,25
OI-001375,ORD-01544,PROD-0004,2,269.61,0
OI-001376,ORD-01544,PROD-0091,1,440.19,0
OI-001377,ORD-01487,PROD-0026,1,14.9,0
OI-001378,ORD-01487,PROD-0044,3,396.2,25
OI-001379,ORD-02208,PROD-0003,2,68.89,0
OI-001380,ORD-02667,PROD-0083,1,162.76,15
OI-001381,ORD-02667,PROD-0025,2,177.73,20
OI-001382,ORD-02221,PROD-0298,1,178.15,10
OI-001383,ORD-02221,PROD-0104,1,171.34,0
OI-001384,ORD-02221,PROD-0040,2,41.66,0
OI-001385,ORD-02221,PROD-0143,1,41.06,0
OI-001386,ORD-02517,PROD-0106,1,26.4,0
OI-001387,ORD-02432,PROD-0142,0,153.06,0
OI-001388,ORD-02432,PROD-0040,2,42.53,0
OI-001389,ORD-02432,PROD-0014,4,13.87,0
OI-001390,ORD-02432,PROD-0109,2,104.05,15
OI-001391,ORD-00395,PROD-0043,1,157.14,30
OI-001392,ORD-02200,PROD-0115,1,242.87,0
OI-001393,ORD-02200,PROD-0079,3,43.71,0
OI-001394,ORD-02456,PROD-0150,1,309.72,0
OI-001395,ORD-02456,PROD-0125,2,192.72,5
OI-001396,ORD-02456,PROD-0059,5,161.1,0
OI-001397,ORD-01208,PROD-0057,1,46.94,15
OI-001398,ORD-01208,PROD-0007,1,330.5,0
OI-001399,ORD-01208,PROD-0105,1,217.62,10
OI-001400,ORD-01208,PROD-0077,1,39.0,5
OI-001401,ORD-01208,PROD-0131,2,52.64,0
OI-001402,ORD-01608,PROD-0144,5,10.62,0
OI-001403,ORD-01608,PROD-0078,2,127.83,0
OI-001404,ORD-00456,PROD-0142,4,157.91,10
OI-001405,ORD-00456,PROD-0127,2,893.66,0
OI-001406,ORD-00456,PROD-0006,1,30.4,0
OI-001407,ORD-00456,PROD-0083,1,173.51,5
OI-001408,ORD-02425,PROD-0096,4,17.59,5
OI-001409,ORD-02425,PROD-0004,1,261.81,0
OI-001410,ORD-02425,PROD-0040,1,43.35,30
OI-001411,ORD-02425,PROD-0010,1,26.97,0
OI-001412,ORD-02425,PROD-0115,4,214.71,0
OI-001413,ORD-00959,PROD-0125,4,201.06,0
OI-001414,ORD-01899,PROD-0014,5,14.87,0
OI-001415,ORD-00292,PROD-0015,1,280.31,0
OI-001416,ORD-01686,PROD-0130,1,82.88,0
OI-001417,ORD-01686,PROD-0081,3,193.58,0
OI-001418,ORD-00256,PROD-0143,3,49.4,15
OI-001419,ORD-00256,PROD-0093,2,162.03,0
OI-001420,ORD-00256,PROD-0139,1,124.21,0
OI-001421,ORD-02370,PROD-0103,1,481.62,0
OI-001422,ORD-02370,PROD-0091,1,447.45,0
OI-001423,ORD-01044,PROD-0150,1,330.04,-8
OI-001424,ORD-01044,PROD-0080,1,390.01,0
OI-001425,ORD-00702,PROD-0086,2,92.93,0
OI-001426,ORD-02493,PROD-0094,2,72.4,0
OI-001427,ORD-00257,PROD-0064,4,307.94,5
OI-001428,ORD-00257,PROD-0119,2,260.9,0
OI-001429,ORD-00257,PROD-0118,1,191.05,15
OI-001430,ORD-00257,PROD-0134,1,29.71,0
OI-001431,ORD-00350,PROD-0065,10,23.2,10
OI-001432,ORD-00350,PROD-0137,2,152.35,0
OI-001433,ORD-00835,PROD-0124,3,18.25,0
OI-001434,ORD-00835,PROD-0049,1,259.5,0
OI-001435,ORD-00835,PROD-0145,2,128.04,0
OI-001436,ORD-01768,PROD-0095,1,73.84,0
OI-001437,ORD-01499,PROD-0078,4,126.6,25
OI-001438,ORD-01499,PROD-0096,2,19.99,0
OI-001439,ORD-01499,PROD-0133,1,532.11,0
OI-001440,ORD-01377,PROD-0028,1,300.1,0
OI-001441,ORD-01666,PROD-0095,2,80.76,0
OI-001442,ORD-02054,PROD-0099,10,860.62,10
OI-001443,ORD-02054,PROD-0073,2,203.85,0
OI-001444,ORD-00291,PROD-0066,2,85.51,10
OI-001445,ORD-01688,PROD-0125,1,190.72,0
OI-001446,ORD-00343,PROD-0097,10,141.84,0
OI-001447,ORD-00788,PROD-0141,2,32.52,0
OI-001448,ORD-00788,PROD-0023,1,17.38,25
OI-001449,ORD-02122,PROD-0051,2,24.18,0
OI-001450,ORD-00394,PROD-0044,1,403.8,15
OI-001451,ORD-00394,PROD-0121,1,6.66,0
OI-001452,ORD-00166,PROD-0061,1,121.85,0
OI-001453,ORD-00294,PROD-0136,4,700.69,5
OI-001454,ORD-00422,PROD-0096,1,21.31,5
OI-001455,ORD-01723,PROD-0062,2,223.84,10
OI-001456,ORD-00732,PROD-0113,1,72.89,0
OI-001457,ORD-00732,PROD-0126,2,18.32,0
OI-001458,ORD-00732,PROD-0033,1,148.36,0
OI-001459,ORD-00732,PROD-0095,1,74.08,0
OI-001460,ORD-01715,PROD-0133,2,631.07,0
OI-001461,ORD-00406,PROD-0128,3,27.73,0
OI-001462,ORD-00406,PROD-0065,1,21.41,0
OI-001463,ORD-01985,PROD-0145,1,148.16,0
OI-001464,ORD-01541,PROD-0024,3,67.12,0
OI-001465,ORD-02264,PROD-0037,1,495.53,20
OI-001466,ORD-02264,PROD-0034,2,63.19,0
OI-001467,ORD-00898,PROD-0006,1,33.5,0
OI-001468,ORD-01647,PROD-0044,2,366.4,0
OI-001469,ORD-00952,PROD-0025,2,168.57,0
OI-001470,ORD-00952,PROD-0125,10,191.0,10
OI-001471,ORD-02131,PROD-0097,1,136.75,25
OI-001472,ORD-02131,PROD-0118,2,190.93,-11
OI-001473,ORD-01150,PROD-0014,1,14.57,0
OI-001474,ORD-01425,PROD-0086,1,86.29,0
OI-001475,ORD-00080,PROD-0048,2,94.67,5
OI-001476,ORD-00080,PROD-0117,1,40.13,0
OI-001477,ORD-00080,PROD-0072,1,167.66,30
OI-001478,ORD-00080,PROD-0051,2,23.34,25
OI-001479,ORD-00650,PROD-0008,1,220.3,0
OI-001480,ORD-00650,PROD-0011,4,6.26,0
OI-001481,ORD-00650,PROD-0042,1,169.5,0
OI-001482,ORD-00782,PROD-0146,1,673.2,5
OI-001483,ORD-02710,PROD-0049,1,241.5,0
OI-001484,ORD-00542,PROD-0060,1,56.94,25
OI-001485,ORD-02111,PROD-0006,1,32.26,10
OI-001486,ORD-02111,PROD-0147,1,19.78,0
OI-001487,ORD-02822,PROD-0049,1,255.71,15
OI-001488,ORD-02411,PROD-0129,3,98.82,0
OI-001489,ORD-02411,PROD-0026,1,13.52,5
OI-001490,ORD-01601,PROD-0098,2,30.9,15
OI-001491,ORD-02247,PROD-0086,3,90.09,15
OI-001492,ORD-02247,PROD-0027,3,403.77,10
OI-001493,ORD-02278,PROD-0078,10,129.66,0
OI-001494,ORD-02278,PROD-0146,3,652.51,0
OI-001495,ORD-02278,PROD-0052,1,13.82,15
OI-001496,ORD-01620,PROD-0007,1,341.71,0
OI-001497,ORD-02810,PROD-0057,1,47.1,20
OI-001498,ORD-02810,PROD-0123,1,51.12,0
OI-001499,ORD-02950,PROD-0106,2,26.53,20
OI-001500,ORD-01454,PROD-0020,2,438.15,0
OI-001501,ORD-01571,PROD-0073,1,204.82,5
OI-001502,ORD-01571,PROD-0042,2,191.53,0
OI-001503,ORD-00760,PROD-0021,2,171.24,0
OI-001504,ORD-00760,PROD-0075,0,35.45,5
OI-001505,ORD-00760,PROD-0131,1,59.02,0
OI-001506,ORD-00626,PROD-0016,1,956.46,10
OI-001507,ORD-01513,PROD-0008,1,219.76,25
OI-001508,ORD-01513,PROD-0022,1,135.56,15
OI-001509,ORD-01513,PROD-0090,0,39.59,10
OI-001510,ORD-01513,PROD-0010,1,27.44,25
OI-001511,ORD-00630,PROD-0134,1,31.22,0
OI-001512,ORD-02949,PROD-0118,1,178.76,10
OI-001513,ORD-01238,PROD-0032,1,444.07,15
OI-001514,ORD-02741,PROD-0095,2,69.79,0
OI-001515,ORD-00073,PROD-0066,5,86.56,0
OI-001516,ORD-00073,PROD-0010,1,25.46,0
OI-001517,ORD-00073,PROD-0009,2,166.51,10
OI-001518,ORD-00073,PROD-0141,2,27.76,5
OI-001519,ORD-00073,PROD-0059,3,138.51,0
OI-001520,ORD-01896,PROD-0061,3,135.54,0
OI-001521,ORD-01896,PROD-0016,1,955.59,0
OI-001522,ORD-01896,PROD-0116,5,269.53,0
OI-001523,ORD-01507,PROD-0134,1,33.81,0
OI-001524,ORD-01507,PROD-0039,3,440.29,10
OI-001525,ORD-01507,PROD-0110,1,200.21,25
OI-001526,ORD-00002,PROD-0112,4,163.52,0
OI-001527,ORD-00002,PROD-0145,2,152.09,0
OI-001528,ORD-02483,PROD-0121,1,7.58,0
OI-001529,ORD-00154,PROD-0268,1,118.87,0
OI-001530,ORD-01700,PROD-0025,10,166.72,0
OI-001531,ORD-01700,PROD-0099,1,891.42,0
OI-001532,ORD-01700,PROD-0039,2,491.13,5
OI-001533,ORD-01700,PROD-0103,1,524.55,0
OI-001534,ORD-02540,PROD-0006,0,30.1,0
OI-001535,ORD-02540,PROD-0123,1,50.31,0
OI-001536,ORD-02540,PROD-0053,1,49.57,0
OI-001537,ORD-02249,PROD-0127,1,811.84,0
OI-001538,ORD-02249,PROD-0087,3,216.54,0
OI-001539,ORD-02249,PROD-0048,1,90.73,0
OI-001540,ORD-00198,PROD-0111,4,331.57,0
OI-001541,ORD-00198,PROD-0033,1,142.94,0
OI-001542,ORD-00198,PROD-0150,2,322.81,0
OI-001543,ORD-00198,PROD-0080,2,365.32,0
OI-001544,ORD-00198,PROD-0024,1,77.04,5
OI-001545,ORD-00945,PROD-0086,1,101.7,10
OI-001546,ORD-00945,PROD-0087,2,227.81,0
OI-001547,ORD-00945,PROD-0034,4,59.96,0
OI-001548,ORD-00267,PROD-0150,1,315.71,0
OI-001549,ORD-02436,PROD-0095,3,74.24,0
OI-001550,ORD-02436,PROD-0127,1,777.66,0
OI-001551,ORD-02436,PROD-0140,1,167.24,0
OI-001552,ORD-02436,PROD-0201,1,174.53,15
OI-001553,ORD-02655,PROD-0003,2,70.3,0
OI-001554,ORD-02799,PROD-0030,4,410.73,0
OI-001555,ORD-02799,PROD-0013,1,43.69,5
OI-001556,ORD-02469,PROD-0037,1,475.14,15
OI-001557,ORD-00856,PROD-0069,3,9.26,0
OI-001558,ORD-00856,PROD-0047,2,484.59,0
OI-001559,ORD-02095,PROD-0136,2,721.34,0
OI-001560,ORD-00070,PROD-0056,3,153.38,0
OI-001561,ORD-00070,PROD-0017,2,18.5,0
OI-001562,ORD-00070,PROD-0078,1,131.08,0
OI-001563,ORD-00070,PROD-0060,1,51.58,25
OI-001564,ORD-00070,PROD-0087,1,216.3,0
OI-001565,ORD-01611,PROD-0066,1,83.36,0
OI-001566,ORD-00979,PROD-0088,1,48.53,25
OI-001567,ORD-00979,PROD-0041,1,40.27,10
OI-001568,ORD-01706,PROD-0023,1,16.38,0
OI-001569,ORD-01706,PROD-0041,2,39.29,0
OI-001570,ORD-01706,PROD-0056,2,161.21,20
OI-001571,ORD-01706,PROD-0076,2,45.68,0
OI-001572,ORD-02888,PROD-0065,1,22.09,10
OI-001573,ORD-02888,PROD-0076,2,43.85,5
OI-001574,ORD-00659,PROD-0143,2,41.63,5
OI-001575,ORD-02873,PROD-0027,2,460.71,5
OI-001576,ORD-02873,PROD-0020,1,420.1,15
OI-001577,ORD-00234,PROD-0082,1,14.9,30
OI-001578,ORD-02795,PROD-0131,1,57.96,0
OI-001579,ORD-00587,PROD-0038,4,297.89,0
OI-001580,ORD-00587,PROD-0052,2,11.8,10
OI-001581,ORD-00587,PROD-0115,1,202.62,10
OI-001582,ORD-00410,PROD-0099,2,848.01,0
OI-001583,ORD-00410,PROD-0069,1,8.13,30
OI-001584,ORD-00410,PROD-0112,2,146.42,0
OI-001585,ORD-01633,PROD-0041,5,38.26,0
OI-001586,ORD-00333,PROD-0116,2,253.37,0
OI-001587,ORD-00333,PROD-0101,1,547.8,0
OI-001588,ORD-00323,PROD-0016,3,890.03,5
OI-001589,ORD-00937,PROD-0110,3,200.48,15
OI-001590,ORD-00937,PROD-0098,0,31.46,25
OI-001591,ORD-00937,PROD-0089,1,275.34,15
OI-001592,ORD-00937,PROD-0042,1,189.53,10
OI-001593,ORD-02115,PROD-0097,1,134.5,10
OI-001594,ORD-01849,PROD-0079,2,44.51,30
OI-001595,ORD-01849,PROD-0092,1,35.38,25
OI-001596,ORD-01849,PROD-0149,1,45.19,0
OI-001597,ORD-01386,PROD-0052,2,13.48,25
OI-001598,ORD-00387,PROD-0099,3,808.48,0
OI-001599,ORD-00387,PROD-0139,1,135.3,0
OI-001600,ORD-00549,PROD-0133,1,594.39,0
OI-001601,ORD-00549,PROD-0120,4,833.46,0
OI-001602,ORD-00549,PROD-0016,1,971.52,15
OI-001603,ORD-00549,PROD-0109,2,116.49,5
OI-001604,ORD-01777,PROD-0139,2,135.86,15
OI-001605,ORD-01777,PROD-0043,1,149.2,0
OI-001606,ORD-01184,PROD-0138,1,171.28,20
OI-001607,ORD-02166,PROD-0122,3,765.32,0
OI-001608,ORD-02166,PROD-0056,4,165.58,0
OI-001609,ORD-02166,PROD-0031,1,810.33,0
OI-001610,ORD-02489,PROD-0111,1,338.41,10
OI-001611,ORD-02489,PROD-0119,2,271.06,0
OI-001612,ORD-00841,PROD-0109,1,110.51,0
OI-001613,ORD-00841,PROD-0133,2,589.89,0
OI-001614,ORD-00841,PROD-0050,5,47.61,0
OI-001615,ORD-00841,PROD-0049,1,266.72,0
OI-001616,ORD-00841,PROD-0074,1,123.69,25
OI-001617,ORD-00263,PROD-0047,5,487.46,0
OI-001618,ORD-01725,PROD-0116,3,253.27,0
OI-001619,ORD-01725,PROD-0030,1,396.83,15
OI-001620,ORD-01725,PROD-0050,1,45.29,30
OI-001621,ORD-01283,PROD-0045,3,46.33,0
OI-001622,ORD-01283,PROD-0084,3,404.27,0
OI-001623,ORD-01283,PROD-0115,1,234.23,0
OI-001624,ORD-01283,PROD-0033,1,132.67,20
OI-001625,ORD-01283,PROD-0079,1,45.42,10
OI-001626,ORD-02574,PROD-0059,1,148.15,15
OI-001627,ORD-02574,PROD-0080,4,343.31,5
OI-001628,ORD-02697,PROD-0106,3,29.66,5
OI-001629,ORD-02575,PROD-0036,3,848.56,5
